ACCESSIONNUMBER	SIGNATURE_SEQ_KEY	ISSUERNAME	SIGNATURENAME	NAMEOFSIGNER	SIGNATURETITLE	SIGNATUREDATE
0002054936-25-000035	101	Arrowstreet International Equity - Alpha Extension Fund, a sub-fund of Arrowstreet US Group Trust	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, LP	2025-04-22
0002054936-25-000034	101	Arrowstreet International Equity - EAFE Alpha Extension Fund, a sub-fund of Arrowstreet US Group Trust	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, LP	2025-04-22
0002065375-25-000002	101	Blue Owl Diversified Lending Fund II (Cayman) Unlevered JPY LP	Neena Reddy	Neena Reddy	General Counsel and Secretary of the GP of the Issuer	2025-04-22
0002054936-25-000037	101	Arrowstreet International Equity EAFE Alpha Extension Fund L.P.	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, LP	2025-04-22
0002054936-25-000036	101	Arrowstreet (Delaware) Custom Alpha Extension Fund Q L.P.	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, LP	2025-04-22
0001976943-25-000002	101	Exponential Technologies Frontiers Opportunities Fund LLC	Ajay Singh	Ajay Singh	Managing Member of the Managing Member of the Issuer	2025-04-22
0002054936-25-000038	101	Arrowstreet EMK Alpha Extension Fund L.P.	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, LP	2025-04-22
0002054936-25-000039	101	Arrowstreet (Delaware) Alpha Extension Fund L.P.	Brian Neumann	Brian Neumann	Partner, Head of Funds Group	2025-04-22
0002054936-25-000040	101	Arrowstreet (Delaware) L/S Fund L.P.	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, LP	2025-04-22
0002059721-25-000002	101	One, a Series of Special Purpose Machine, LLC	Bryan Casey	Bryan Casey	Manager	2025-04-22
0002064754-25-000001	101	WOLF PACK UNIVERSITY INC	/S/ KINSON LAZARRE	KINSON LAZARRE	CEO	2025-04-22
0002044762-25-000001	101	General Translation, Inc.	/s/ Archibald McKenzie	Archibald McKenzie	Chief Executive Officer	2025-04-22
0001095449-25-000025	101	Scepter Investment Fund, LP	Hugh Gross	Hugh Gross	Managing Member of Scepter Financial Group, LLC, its G.P.	2025-01-17
0002054936-25-000013	101	Arrowstreet Developed Markets Alpha Extension Fund (Cayman) Ltd	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, L.P.	2025-04-22
0001999861-25-000001	101	Montagu VII (A) SCSp	Yassine Khechini	Yassine Khechini	B Manager of the General Partner of the Issuer	2025-04-22
0001744685-25-000004	101	Journey Meditation, Inc.	/s/Stephen Sokoler	Stephen Sokoler	Chief Executive Officer	2025-04-22
0002000077-25-000001	101	Montagu VII (B) SCSp	Yassine Khechini	Yassine Khechini	B Manager of the General Partner of the Issuer	2025-04-22
0001437749-25-012716	101	Blackboxstocks Inc.	/s/ Gust Kepler	Gust Kepler	Chief Executive Officer	2025-04-22
0002054936-25-000015	101	Arrowstreet Capital Copley Fund Ltd	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, LP	2025-04-22
0002054936-25-000016	101	Arrowstreet Capital Global Equity Long/Short Greenway Fund Ltd	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, LP	2025-04-22
0002061746-25-000001	101	Saga Ventures Saria, LP	/s/ Thomson Nguyen	Thomson Nguyen	Managing Director of the General Partner of the Issuer	2025-04-22
0002054936-25-000018	101	Arrowstreet International Equity ACWI ex US Trust Fund, a sub-fund of the Arrowstreet Investment Trust	Brian Neumann	Brian Neumann	Partner, Head of Funds Group	2025-04-21
0002054936-25-000017	101	Arrowstreet Global Equity ACWI Trust Fund, a sub-fund of the Arrowstreet Investment Trust	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, LP	2025-04-22
0002026871-25-000001	101	NeuroEM Therapeutics, Inc.	/s/ Chuck Papageorgiou	Chuck Papageorgiou	Chief Executive Officer	2025-04-22
0002054936-25-000019	101	Arrowstreet International Equity ACWI ex US Alpha Extension Trust Fund, a sub-fund of the Arrowstreet Investment Trust	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, LP	2025-04-22
0002064959-25-000003	101	Infra A Segregated Portfolio of Innovative Development Funds SPC Ltd	/s/ Nicholas Mancini	Nicholas Mancini	Executive Officer	2025-04-22
0002054936-25-000020	101	Arrowstreet ACWI Reduced Carbon Alpha Extension Trust Fund, a sub-fund of Arrowstreet Investment Trust	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, LP	2025-04-22
0001450338-25-000002	101	Pathway Private Equity Fund XXIII, LP	/s/ Karen Jakobi	Karen J. Jakobi	Sr Mgng Dir of the GP of the sole mbr of Issuer	2025-04-22
0002054936-25-000022	101	Arrowstreet International Equity EAFE Trust Fund	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, LP	2025-04-22
0002054936-25-000023	101	Arrowstreet EAFE Alpha Extension Trust Fund, a sub-fund of Arrowstreet Investment Trust	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, LP	2025-04-22
0002054936-25-000021	101	Arrowstreet ACWI Alpha Extension Common Values Trust Fund, a sub-fund of Arrowstreet Investment Trust	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, LP	2025-04-22
0002054936-25-000024	101	Arrowstreet Emerging Market Trust Fund, a sub-fund of Arrowstreet Investment Trust	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, LP	2025-04-22
0002054936-25-000012	101	Arrowstreet Capital Newbury Fund Ltd	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, LP	2025-04-22
0001898934-25-000001	101	MVP SXF3 Fund a Series of Marcy Venture Partners Opportunity LLC	/s/ Elbert O. Robinson, Jr.	Elbert O. Robinson, Jr.	Authorized Signatory of the Mgr. of the Mgr. of the Issuer	2025-04-22
0001315863-25-000318	101	Kirkoswald Global Emerging Markets Fund, a sub-fund of Kirkoswald Funds ICAV	/s/ David Whelan	David Whelan	Director	2025-04-22
0001779931-25-000002	101	MVP Culture Opportunity Fund II, L.P.	/s/ Elbert O. Robinson, Jr.	Elbert O. Robinson, Jr.	Authorized Signatory of the Manager of the GP of the Issuer	2025-04-22
0002054936-25-000011	101	Arrowstreet ACWI Alpha Extension Fund V (Cayman) Ltd	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, LP	2025-04-22
0001779931-25-000001	101	MVP Culture Opportunity Fund, L.P.	/s/ Elbert O. Robinson, Jr.	Elbert O. Robinson, Jr.	Authorized Signatory of the Manager of the GP of the Issuer	2025-04-22
0002064338-25-000001	101	CES Properties Fund XLIX (Buckley) LLC	William C. Wagner	WILLIAM C WAGNER	President of Manager of LLC	2025-04-22
0001315863-25-000317	101	Kirkoswald Global Emerging Markets Fund LP	/s/ Russell Burt	Russell Burt	Director of General Partner	2025-04-22
0002054936-25-000010	101	Arrowstreet Capital Global Equity Alpha Extension Fund (US Feeder) L.P.	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital L.P.	2025-04-22
0002052446-25-000001	101	Clocktower Latin American Technologies II LP	/s/ Tyler Hathaway	Tyler Hathaway	COO of the General Partner of the General Partner of the Iss	2025-04-22
0002052446-25-000001	102	Clocktower Latin American Technologies Feeder II LP	/s/ Tyler Hathaway	Tyler Hathaway	COO of the General Partner of the General Partner of the Iss	2025-04-22
0002061665-25-000001	101	Threshold Ventures V, L.P.	/s/ Josh Stein	Josh Stein	Managing Member of the General Partner	2025-04-22
0001952092-25-000002	101	VegaLeap Core Income Fund LP	Neelu Bhatia	Neelu Bhatia	Manager of the General Partner	2025-04-22
0001354793-25-000002	101	Multi-Strategy Portfolio GD Pension Fund, Ltd.	/s/ Roderick Chisholm	Roderick Chisholm	Managing Director of the Issuer's Investment Manager	2025-04-22
0001315863-25-000316	101	Kirkoswald Global Macro Fund II LP	/s/ Russell Burt	Russell Burt	Director of General Partner	2025-04-22
0002065306-25-000001	101	ALL PRO COTTAGES AT CENTURY FARMS LLLP	/s/ Steve Vasas	Steve Vasas	VP of Manager of General Partner of Issuer	2025-04-22
0001315863-25-000315	101	Kirkoswald Global Macro Fund Ltd	/s/ Russell Burt	Russell Burt	Director	2025-04-22
0002021865-25-000003	101	CIS Catholic Impact Fund III, LP	Timothy R. D'Arcy	Timothy R. D'Arcy	Chief Executive Officer of the General Partner	2025-04-22
0001923062-25-000002	101	Voriana Special Situations Fund III SCSp	Joanna Zafarani Ashish Agarwal	Joanna Zafarani & Ashish Agarwal	Managers of the Issuer's General Partner	2025-04-22
0001315863-25-000314	101	Kirkoswald Global Macro Fund LP	Russell Burt	Russell Burt	Director of General Partner	2025-04-22
0002065307-25-000001	101	Transcarent, Inc.	/s/ Erica Davila	Erica Davila	General Counsel	2025-04-22
0001923062-25-000001	101	Voriana Feeder SCSp	Joanna Zafarani Ashish Agarwal	Joanna Zafarani & Ashish Agarwal	Managers of the Issuer's General Partner	2025-04-22
0002011483-25-000002	101	Sentry Secure, Inc.	/s/John Calzaretta	John Calzaretta	President	2025-04-22
0002023822-25-000002	101	NecoSage, LLC	Farooq Cheema	Farooq Cheema	President	2025-04-22
0002009271-25-000014	101	PG EB5 PALMDALE LENDER LLC	/s/ Kevin M. Cadin	Kevin M. Cadin	General Counsel	2025-04-18
0002021365-25-000001	101	QCS Co-Invest Aggregator, L.P.	/s/ Michael Treisman	Michael Treisman	Managing Dir., GC & CCO of Sole Member of GP of GP of Issuer	2025-04-22
0002058802-25-000005	101	Origin Nashville Queens, DST	/s/Michael McVickar	Michael McVickar	General Counsel & Secretary	2025-04-22
0001929752-25-000002	101	CIVITECH, PBC	Stephanie Fisher	Stephanie Fisher	Chief Operating Officer	2025-04-22
0000902664-25-001902	101	Saba K Fund, LP	/s/  David Han	David Han	Chief Compliance Officer of the Investment Manager	2025-04-22
0002065310-25-000001	101	BDCI CAPITAL LP	/s/ Fabio Figueiredo Carvalho	Fabio Figueiredo Carvalho	Chief Investment Officer of the GP	2025-04-22
0002065327-25-000001	101	FBG Glow SPV, LLC	/s/ Amanda Henry	Amanda Henry	Managing Partner	2025-04-14
0002009271-25-000013	101	Peachtree Credit Fund IV, LP	/s/ Kevin M. Cadin	Kevin M. Cadin	General Counsel	2025-04-18
0000919574-25-002558	101	SATS Credit Fund LP	/s/ Jonathan Kirkwood	Jonathan Kirkwood	Managing Member of the General Partner	2025-04-22
0002065311-25-000001	101	XPV Fund 1, LP	/s/Dominic Lloyd	Dominic Lloyd	Managing Director of the Manager of the GP of the Issuers	2025-04-22
0002065311-25-000001	102	XPV Fund 1 Feeder, LP	/s/Dominic Lloyd	Dominic Lloyd	Managing Director of the Manager of the GP of the Issuers	2025-04-22
0002065270-25-000001	101	OpenAI 1, a Series of Venelite Venture Funds, LP	Kahramon Juraboev	Kahramon Juraboev	Manager	2025-04-22
0002009477-25-000002	101	Acretrader 250, LLC	Stephen Carter Malloy	Stephen Carter Malloy	Chief Executive Officer	2025-04-22
0002019879-25-000001	101	Galaxy Plus Fund - ProfitScore Regime-Adaptive Equity Master Fund (570) LLC	/s/ David Young	David Young	Manager of Issuer's Manager	2025-04-22
0001879785-25-000024	101	ICP Phoenix Investors, LLC	/s/ Michael Raue	Michael Raue	Partner of the Manager of the Issuer	2025-04-22
0002009271-25-000012	101	PG San Antonio OZ, L.P.	/s/ Kevin M. Cadin	Kevin M. Cadin	General Counsel	2025-04-18
0001879785-25-000023	101	WSE-SG Investors LLC	/s/ Michael Raue	Michael Raue	Partner of the Manager of the Issuer	2025-04-22
0002019880-25-000001	101	Galaxy Plus Fund LLC - ProfitScore Regime-Adaptive Equity Feeder Fund (570)	/s/ David Young	David Young	Manager of Issuer's Manager	2025-04-22
0001879785-25-000022	101	CVII Investors, LLC	/s/ Michael Raue	Michael Raue	Partner of the Manager of the Issuer	2025-04-22
0002065144-25-000001	101	RELENTLESS Investments Fund I, L.P.	/s/ Damir Becirovic	Damir Becirovic	Managing Member of the General Partner	2025-04-22
0001964470-25-000004	101	11 Tribes Ventures Access Fund II, LP	/s/ Mark Phillips	Mark Phillips	Managing Partner of 11 Tribes Ventures, LLC, its Manager	2025-04-22
0001012975-25-000210	101	MG3 REIT, LLC	/s/ Hernan Leonoff	Hernan Leonoff	Managing Member of the Manager	2025-04-22
0002050891-25-000003	101	Emergent 3 Partners LLC	Farooq Cheema	Farooq Cheema	President of Member	2025-04-22
0000905148-25-001273	101	Neuberger Berman Special Situations Fund III LP	Brian Lord	Brian Lord	Assistant Secretary of the GP of the GP of the Issuer	2025-04-22
0001012975-25-000209	101	MG3 OP, L.P.	/s/ Hernan Leonoff	Hernan Leonoff	Managing Member of the Manager of the General Partner	2025-04-22
0001416299-25-000008	101	Avatar Ventures Corp.	Victor Rozier	Victor Rozier	Chair	2025-04-22
0000905148-25-001272	101	Angeles Private Markets Fund 6 LP	Howard D. Perlow	Howard D. Perlow	Managing Member of the Investment Manager	2025-04-22
0002054936-25-000008	101	Arrowstreet Capital Global Equity Alpha Extension Fund Ltd	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, LP	2025-04-22
0002054936-25-000007	101	Arrowstreet World Small Cap Equity Alpha Extension Fund (Cayman) Ltd	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital	2025-04-22
0001062993-25-007763	101	NurExone Biologic Inc.	/s/ Eran Ovadya	Eran Ovadya	Chief Financial Officer	2025-04-22
0002065335-25-000001	101	Kollegio AI Inc.	/s/ Senan Khawaja	Senan Khawaja	Chief Executive Officer	2025-04-22
0000905148-25-001271	101	Orion Commodities Offshore Fund Ltd.	Rick Gashler	Rick Gashler	Chief Compliance Officer of the Investment Manager	2025-04-22
0002054936-25-000006	101	Arrowstreet ACWI Alpha Extension Fund III (Cayman) Ltd	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, LP	2025-04-22
0002054936-25-000005	101	Arrowstreet Capital Global All Country Alpha Extension Fund (Cayman) Ltd	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital L.P.	2025-04-22
0002065293-25-000001	101	ALL PRO COTTAGES AT PROVIDENCE COMMONS LLLP	/s/ Steve Vasas	Steve Vasas	VP of Manager of General Partner of Issuer	2025-04-22
0002054936-25-000004	101	Arrowstreet Capital Brattle (US Feeder) II L.P.	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital L.P.	2025-04-22
0002054936-25-000003	101	Arrowstreet Capital Global Equity Long/Short Fund (Feeder) Ltd	Brian Neumann	Brian Neumann	Authorized Signatory of Arrowstreet Capital, L.P.	2025-04-22
0002052628-25-000004	101	WCFI BP AGR 2024 LLC	Amir Salari	Amir Salari	Vice President of Finance	2025-04-22
0002052628-25-000003	101	WCFI SMT AGR 2022, LLC	Amir Salari	Amir Salari	Vice President of Finance	2025-04-22
0002019556-25-000001	101	Asymmetric Small & Micro-cap Fund LP	Gregory McKinley	Gregory McKinley	Managing Member	2025-04-22
0002063077-25-000003	101	GS Assets III LLC	Lisa Machii Greengrove	Lisa Machii Greengrove	Attorney	2025-04-22
0001516605-25-000001	101	JAB Partners, L.P.	John A. Barnett	John A. Barnett	Managing Member of General Partner	2025-04-22
0002065324-25-000002	101	Saint-Saens (HK) International Ltd	wei wenli	wei wenli	president	2025-04-22
0002050493-25-000002	101	Solaborate Inc.	Labinot Bytyqi	Labinot Bytyqi	Chief Executive Officer	2025-04-22
0002064958-25-000001	101	Rent|Vest, Inc.	/s/ Connie Zhang	Connie Zhang	CEO	2025-04-22
0001462444-25-000002	101	Galaxy Diagnostics, Inc.	/s/ Nicole Bell	Nicole Bell	Chief Executive Officer	2025-04-22
0001968079-25-000001	101	Outlier Fund, L.P.	/s/ Ricki Lee Martin	Ricki Lee Martin	CEO of Issuer's General Partner	2025-04-22
0001731122-25-000596	101	Novarra Fund I LLC	/s/ Z. Teresa Strasser	Z. Teresa Strasser	Director of Finance	2025-04-22
0001964470-25-000003	101	11 Tribes Ventures Fund II, LP	/s/ Mark Phillips	Mark Phillips	Managing Partner of 11 Tribes Ventures, LLC, its Manager	2025-04-22
0002065069-25-000001	101	IV Series 5A, a Series of Ineffable Ventures Series, LLC	Jared Kasner	Jared Kasner	Manager of the Manager of the Issuer	2025-04-22
0001997481-25-000002	101	KeyStrike, Inc.	Ymir Vigfusson	Ymir Vigfusson	Chairman of Board and President	2025-04-22
0002065320-25-000001	101	AVSF - Lemon 2025, LLC	Hilary Ncala	Hilary Ncala	Senior VP, Alumni Funds of Issuers Sole Manager	2025-04-22
0001683168-25-002721	101	Tractor Beverages, Inc.	/s/ Dan Kerker	Dan Kerker	Chief Financial Officer	2025-04-22
0001970774-25-000002	101	Innovation X Capital Partners II, LLC	/s/ Roger Monteforte	Roger Monteforte	Manager of the Managing Member	2025-04-22
0001974223-25-000002	101	Aberrant Investment Partnership LP	/s/ Lance Jubel	Lance Jubel	Managing Member of the Issuer's General Partner	2025-04-22
0002020257-25-000002	101	Guild Capital - O Positiv LLC	/s/ Iain Shovlin	Iain Shovlin	Member	2025-04-21
0001803077-25-000001	101	Bowhead India Fund	Mark E. Ruddy, Esq.	Mark E. Ruddy, Esq.	Authorized Person	2025-04-22
0002018126-25-000001	101	INDIA LIFE SCIENCES FUND IV DOMESTIC	Shweta Agrawal	Shweta Agrawal	Partner of the Fund Management Entity of the Issuer	2025-04-22
0002065294-25-000001	101	KSK Capital, LLC	Krishan Kania	Krishan Kania	MANAGING MEMBER OF THE MANAGING MEMBER OF THE ISSUER	2025-04-22
0002064284-25-000001	101	11321 Woodmeadow Holdco, LLC	Daniel Canterbury	Daniel Canterbury	Manager of Manager	2025-04-22
0002063814-25-000001	101	RSNPG Eagle Creek Partners RM, LLC	Reed Goossens	Reed Goossens	Manager of Issuer's Manager	2025-04-22
0001012975-25-000208	101	GoldenTree Emerging Markets ICAV	/s/ George Travers	George Travers	Director	2025-04-22
0002065305-25-000002	101	HONG KONG SANXIN TECHNOLOGY GROUP Ltd	lv yiming	lv yiming	president	2025-04-22
0001012975-25-000207	101	GoldenTree Emerging Markets LP	/s/ Peter Alderman	Peter Alderman	Authorized Signatory	2025-04-22
0001895189-25-000001	101	Vessel Capital Partners Kraken, LLC Series B	GAURAV LALL	GAURAV LALL	MANAGING PARTNER	2025-04-18
0001892457-25-000001	101	Vessel Capital Partners Kraken, LLC Series A	GAURAV LALL	GAURAV LALL	MANAGING PARTNER	2025-04-18
0001854871-25-000001	101	Vessel Capital Partners Automation Anywhere, LLC Series G	GAURAV LALL	Gaurav Lall	Managing Partner	2025-04-18
0001855119-25-000001	101	Vessel Capital Partners Automation Anywhere, LLC Series F	GAURAV LALL	GAURAV LALL	MANAGING PARTNER	2025-04-18
0001849351-25-000001	101	Vessel Capital Partners Automation Anywhere, LLC Series E	GAURAV LALL	GAURAV LALL	MANAGING PARTNER	2025-04-18
0001849266-25-000001	101	Vessel Capital Partners Automation Anywhere, LLC Series D	GAURAV LALL	GAURAV LALL	MANAGING PARTNER	2025-04-18
0002001923-25-000001	101	5TH CENTURY PARTNERS FUND II-A LP	/S/ BRUCE HAMPTON	BRUCE HAMPTON	MANAGER OF THE GP OF THE GP OF THE ISSUER	2025-04-22
0001828084-25-000001	101	Vessel Capital Partners Automation Anywhere, LLC Series C	GAURAV LALL	GAURAV LALL	MANAGING PARTNER	2025-04-18
0001809249-25-000001	101	Vessel Capital Partners Automation Anywhere Series B	GAURAV LALL	GAURAV LALL	MANAGING PARTNER	2025-04-18
0001803712-25-000001	101	Vessel Capital Partners ( Automation Anywhere ), LLC Series A	GAURAV LALL	GAURAV LALL	MANAGING PARTNER	2025-04-18
0001888080-25-000001	101	VCP Automation Anywhere, LLC Series 3	GAURAV LALL	GAURAV LALL	MANAGING PARTNER	2025-04-18
0002001920-25-000001	101	5TH CENTURY PARTNERS FUND II LP	/S/ BRUCE HAMPTON	BRUCE HAMPTON	MANAGER OF THE GP OF THE GP OF THE ISSUER	2025-04-22
0001881331-25-000001	101	VCP Automation Anywhere, LLC Series 2	GAURAV LALL	GAURAV LALL	MANAGING PARTNER	2025-04-18
0001875956-25-000001	101	VCP Automation Anywhere, LLC Series 1	GAURAV LALL	Gaurav Lall	MANAGING PARTNER	2025-04-18
0002064581-25-000001	101	Resonance Water LLC	Jason E Anderson	Jason E Anderson	General Counsel	2025-04-22
0001808172-25-000003	101	AURA Network Systems, Inc.	/s/ Kevin Steen	Kevin Steen	CEO	2025-04-22
0002065263-25-000001	101	Defense VII, a Series of E1 VC, LLC	Bryan Casey	Bryan Casey	Manager	2025-04-22
0001761319-25-000001	101	SmartCommerce Inc.	JENNIFER SILVERBERG	JENNIFER SILVERBERG	CEO	2025-04-22
0002065261-25-000001	101	Infra I, a Series of E1 VC, LLC	Bryan Casey	Bryan Casey	Manager	2025-04-22
0002065245-25-000002	101	Seven2 Duality FPCI	/s/ Edgard Misrahi	Edgard Misrahi	President of the Management Company	2025-04-22
0002065245-25-000002	102	Seven2 Duality Rollover	/s/ Edgard Misrahi	Edgard Misrahi	President of the Management Company	2025-04-22
0002065219-25-000001	101	Crux Capital Fund I, L.P.	Roy Wayne Moore, Jr.	Roy Wayne Moore, Jr.	Managing Member of General Partner of Issuer	2025-04-22
0002065219-25-000001	102	Crux Capital Fund I-A, L.P.	Roy Wayne Moore, Jr.	Roy Wayne Moore, Jr.	Managing Member of General Partner of Issuer	2025-04-22
0001836166-25-000001	101	Prime Artificial Intelligence, Inc.	Lance Kallman	Lance Kallman	President	2025-04-22
0002064966-25-000001	101	Wildfire Water Solutions, Inc.	/s/ Brianna Blazek	Brianna Blazek	CFO	2025-04-22
0002065248-25-000001	101	Mywayv LLC	yaron seidman	Yaron Seidman	CEO	2025-04-22
0002020776-25-000003	101	Verde Ultimate Holdings, LP	/s/ Susan Salyer	Susan Salyer	General Counsel	2025-04-21
0002065211-25-000002	101	NARANJA HOSPITALITY LLC	Rachael Levine	Rachael Levine	Manager, Naranja Hospitality Manager LLC, its Manager	2025-04-22
0002064187-25-000002	101	Gaingels Cleo LLC	/s/ Paul Grossinger	Paul Grossinger	Manager Gaingels Management LLC, Manager	2025-04-22
0002065266-25-000001	101	L&L Equity Corp.	John Patrick Lyden	John Patrick Lyden	Chief Executive Officer	2025-04-22
0002065226-25-000001	101	Neptune's Vault, Inc.	/s/ Chris Cuvelier	Chris Cuvelier	President	2025-04-22
0001672344-25-000003	101	Pragnya South City Opportunity Fund	Gopal Menon POA	Gopal Menon	Fund Director	2025-04-22
0002064187-25-000001	101	Gaingels Flock Homes LLC	/s/ Paul Grossinger	Paul Grossinger	Manager Gaingels Management LLC, Manager	2025-04-22
0001548090-25-000002	101	Prime Meridian Income Fund, LP	Donald D. Davis	Donald D. Davis	Manager of General Partner of Prime Meridian Income Fund, LP	2025-04-22
0000919574-25-002554	101	PCAM Blue Chip Ltd	/s/ Pearse Griffith	Pearse Griffith	Director	2025-04-22
0001812005-25-000002	101	Luma Financial Technologies, LLC	/s/ Timothy J. Bonacci	Timothy J. Bonacci	Chief Executive Officer	2025-04-21
0002009535-25-000001	101	LIONHEART AI I, L.P.	/S/ DAVID LANGER	DAVID LANGER	MANAGING MEMBER OF THE GENERAL PARTNER OF THE ISSUER	2025-04-16
0002064453-25-000001	101	Jimmy The Movie LLC	Jack McClintock	Jack McClintock	Member	2025-04-22
0000950172-25-000089	101	PE NB Strategic Capital II Offshore Feeder Fund Ltd.	/s/ Julie A. Gilbert	Julie A. Gilbert	Director of Management Shareholder	2025-04-22
0000905148-25-001270	101	CF Global Portfolio, LLC	Carolyn N. Blanch	Carolyn N. Blanch	Vice President & Treasurer	2025-04-22
0002065224-25-000001	101	Snazzy Beverages, Inc.	/s/David Peterson	David Peterson	Chief Executive Officer	2025-04-21
0000919574-25-002552	101	AQT Capital Offshore Fund, Ltd.	/s/ Matthew Kirk	Matthew Kirk	Director	2025-04-22
0000919574-25-002550	101	AQT Capital Fund, LP	/s/ Matthew Kirk	Matthew Kirk	Managing Member of the General Partner	2025-04-22
0001896088-25-000002	101	College Sports Company, Inc.	David Porter Grieve /s/	David Porter Grieve	CEO	2025-04-22
0002016480-25-000004	101	DPIP Raptor Series, a series of Alternative Strategies Direct Private Investment Program, LLC	Michael Stanton	Michael Stanton	Authorized Signatory of Sole Member of Managing Member	2025-04-22
0001935307-25-000003	101	Care Eco Corp	Corey Johnson	Corey Johnson	CEO	2025-04-21
0002043589-25-000001	101	LSM Spur Investors, LLC	Michael J. Moser	Michael J. Moser	Manager	2025-04-22
0001934730-25-000004	101	Digs, Inc./WA	Ryan Fink	Ryan Fink	CEO and President	2025-04-21
0002063244-25-000002	101	SU-0310 Fund I, a series of Jude Gomila, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-04-22
0002065262-25-000001	101	21 Hollywood Lender, LLC	/s/ Gevorg Shahbazyan	Gevorg Shahbazyan	Manager of 21 Hollywood Lender, LLC, Issuer's Manager	2025-04-11
0002060582-25-000002	101	CY-0308 Fund I, a series of Spacecadet Ventures, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-04-22
0002060659-25-000001	101	GLEAN-1, a series of ALEXTAR VC, LLC	Taras Chumachenko	Taras Chumachenko	Manager	2025-04-22
0001954824-25-000001	101	Omega Fund VIII, L.P.	/s/ Otello Stampacchia	Otello Stampacchia	Director of the General Partner of the GP of the Issuer	2025-04-22
0001123292-25-000176	101	Lighthaven Fund 1, a sub-fund of Lighthaven VCC	/s/ Tycen John Bundgaard	Tycen John Bundgaard	Director of the Issuer	2025-04-22
0002065013-25-000002	101	UN-0304 Fund I, a series of Roll Up Vehicles, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-04-22
0002064771-25-000001	101	Sovereign Properties Dislocation Master Fund LP	Ruslan Krivoruchko	Ruslan Krivoruchko	CEO	2025-04-22
0002040549-25-000001	101	GR-0930 Fund III, a series of MV Funds, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-04-22
0002062323-25-000001	101	PA-0314 Fund II, a series of MV Funds, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-04-22
0001213900-25-033930	101	Neurotrigger Ltd.	/s/ Nikolai Kunicher	Nikolai Kunicher	Chief Executive Officer	2025-04-22
0000929638-25-001599	101	Circulate Capital Ocean Fund LAC, LP	/s/ Robert Ira Kaplan	Robert Ira Kaplan	Director of the General Partner of the Issuer	2025-04-15
0001315863-25-000313	101	Crayhill Principal Strategies Fund III LP	/s/ Joshua P. Eaton	Joshua P. Eaton	Managing Partner of the Manager of the Issuer's GP	2025-04-22
0002047513-25-000001	101	SW-1125 Fund I, a series of AX-RN-Funds, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-04-21
0001895158-25-000002	101	Khona Scientific Holdings, Inc.	/s/ Paul Orlady	Paul Orlady	CEO	2025-04-21
0001950651-25-000003	101	Reforestation Fund I-A, LP	/s/ Mitchell Kosches	Mitchell Kosches	Director of the General Partner	2025-04-21
0001950651-25-000002	101	Reforestation Fund I, LP	/s/ Mitchell Kosches	Mitchell Kosches	Director of the General Partner	2025-04-21
0001123292-25-000172	101	IronVest, Inc.	/s/ Avi Turgeman	Avi Turgeman	President	2025-04-18
0001791801-25-000002	101	Illuminated Holdings, Inc.	/s/Christopher Lee	Christopher Lee	Chief Financial Officer	2025-04-21
0002037085-25-000001	101	ALC 111 L.P.	John Shen	John Shen	CEO	2025-04-21
