ACCESSIONNUMBER	SIGNATURE_SEQ_KEY	ISSUERNAME	SIGNATURENAME	NAMEOFSIGNER	SIGNATURETITLE	SIGNATUREDATE
0002045203-25-000001	101	Multifamily Credit Partners, LP	/s/ Kory L. Geans	Kory L. Geans	Authorized Signatory	2025-07-14
0002076497-25-000001	101	Galileo E2 a Series of What If Ventures Master LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-07-10
0001984772-25-000001	101	Florida Funders Fund 3, L.P.	Thomas Wallace	Thomas Wallace	Manager of the General Partner of the Issuer	2025-07-14
0002033548-25-000062	101	Sara Capital Partners PD II, LLC	Samuel Schwartz	Samuel Schwartz	CEO of General Partner of Issuer's Manager	2025-07-14
0002074605-25-000001	101	Madgrey Apt Investments LLC	Jinil Patel	Jinil Patel	Manager of Issuer's Manager, Rising Capital LLC	2025-07-14
0002076336-25-000001	101	Sands Capital Horizons Diversifying Fund, L.P.	JONATHAN GOODMAN	JONATHAN GOODMAN	GENERAL COUNSEL OF THE GP OF THE ISSUER	2025-07-14
0002066998-25-000001	101	KISKA Brands, Inc.	Arthur Kato Banks	Arthur Kato Banks	CEO	2025-07-14
0002076501-25-000001	101	Blue Jeans Golf May 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-07-10
0001583736-25-000002	101	ASB ALLEGIANCE REAL ESTATE FUND, LP	/s/ Paul R. Duncan	Paul R. Duncan	Chief Compliance Officer, ASB Capital Management LLC	2025-07-14
0002076499-25-000001	101	HPC-001-I a Series of Hyperparameter Opportunities LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-07-10
0000905148-25-002439	101	Masterton Capital Partners, LP	Daniel Agranoff	Daniel Agranoff	COO, CFO and CCO of the Investment Manager	2025-07-14
0001802689-25-000002	101	Torpago, Inc.	/s/ Brent Jackson	Brent Jackson	CEO	2025-07-14
0000902664-25-003000	101	KEEP III Thunder Co-Invest II LP	/s/  Tamar Goldstein	Tamar Goldstein	General Counsel & Chief Compliance Officer	2025-07-11
0001099910-25-000190	101	Afaxys, Inc.	Ronda K. Dean	Ronda K. Dean	Chief Executive Officer	2025-07-11
0002075174-25-000001	101	Greystone Industrial Partners I, LP	/s/ Thomas A. Macha	Thomas A. Macha	Managing Partner of GP of Issuer	2025-07-14
0000905148-25-002438	101	Masterton Capital Partners (Offshore), Ltd.	Daniel Agranoff	Daniel Agranoff	Director of Issuer and COO,CFO and CCO of Investment Manager	2025-07-14
0001657176-25-000002	101	Zero Hash Holdings Ltd.	/s/ Edward Woodford	Edward Woodford	CEO	2025-07-14
0002076308-25-000001	101	Premium Packaged Products LLC	Joseph E. Sai	Joseph E. Sai	Authorized Manager of the Manager	2025-07-14
0002067125-25-000004	101	Tomo Networks, Inc.	/s/ Allan Guthrie Paterson III	Allan Guthrie Paterson III	Corporate Secretary	2025-07-14
0001062993-25-012801	101	Goldstorm Metals Corp.	/s/ Ken Konkin	Ken Konkin	CEO & Director	2025-07-14
0002076479-25-000001	101	Celltrio, Inc.	/s/ Charlie Duncheon	Charlie Duncheon	Chief Executive Officer	2025-07-14
0002067125-25-000003	101	Tomo Networks, Inc.	/s/ Allan Guthrie Paterson III	Allan Guthrie Paterson III	Corporate Secretary	2025-07-14
0002072528-25-000001	101	Peaceable Investor Group VI (MD) LLC	/s/ James J. Bruin	James J. Bruin	President of Manager	2025-07-14
0002073707-25-000002	101	InvestX Series (LMD-U3), a Series of InvestX Master LLC	/s/ Marcus A. New	Marcus A. New	Officer	2025-07-14
0002025404-25-000002	101	Clifton First Onshore Fund LP	/s/ Russell Hoffman	Russell Hoffman	Manager and CEO of the Issuer's General Partner	2025-07-14
0002076691-25-000001	101	Meru II a Series of Epakon Capital Group Master LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-07-11
0002067125-25-000002	101	Tomo Networks, Inc.	/s/ Allan Guthrie Paterson III	Allan Guthrie Paterson III	Corporate Secretary	2025-07-14
0001814941-25-000003	101	Happi Co.	/s/ Lisa Hurwitz	Lisa Hurwitz	Chief Executive Officer	2025-07-14
0002076694-25-000001	101	Lua Jun 2025 a Series of Rally Cap Global LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-07-11
0000935836-25-000458	101	VALIANT CAPITAL PARTNERS OFFSHORE, LTD.	David Sung	David Sung	Director	2025-07-14
0002076696-25-000001	101	Hex-Brimstone Secondary May 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-07-11
0002076828-25-000001	101	RT-AQ IA LP	Audrey DiMarzo	Audrey DiMarzo	General Counsel of General Partner of Issuer	2025-07-14
0001673131-25-000008	101	Nel Roy Partners LLC	SANDRA BRYANT	SANDRA BRYANT	CORPORATE SECRETARY by POA from EDUARDO LUCIO, Exec Off	2025-07-14
0002075790-25-000001	101	Tailwater E&P Fund III SMA LP	/S/ BRIAN M. BLAKEMAN	BRIAN M. BLAKEMAN	CFO & CCO OF MNG MBR OF GP OF GP OF ISSUER	2025-07-14
0002067125-25-000001	101	Tomo Networks, Inc.	/s/ Allan Guthrie Paterson III	Allan Guthrie Paterson III	Corporate Secretary	2025-07-14
0002072568-25-000001	101	Wolfies Drinks Ltd	Duncan Frew	Duncan Frew	Chief Executive Officer	2025-07-14
0002073430-25-000001	101	REFASHIOND Ventures Seed Fund, LP - E1	/s/ Abraham Wilson	Abraham Wilson	Authorized Person of the Agent of Issuer's GP	2025-07-14
0002067687-25-000011	101	IEQ Capital Access Fund - Abingworth Clinical Co-Development 3, L.P.	Michael Stanton	Michael Stanton	Authorized Signatory of the General Partner of the Issuer	2025-07-10
0002076698-25-000001	101	Dendritic Health May 2025 a Series of VAARK SYNDICATE I LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-07-11
0001140361-25-025766	101	Aequitas Invest Inc.	/s/ Molly Huyck	Molly Huyck	President and CEO	2025-07-11
0002076883-25-000001	101	Churchill Secondaries Solutions II Offshore Access Fund, L.P.	/s/ Max Schwartz	Max Schwartz	Authorized Signatory of the General Partner of the Issuer	2025-07-14
0002076700-25-000001	101	Argus Systems May 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-07-11
0001688486-25-000003	101	Centaur Health Holdings, Inc.	Stephen Towe	Stephen Towe	President and CEO	2025-07-14
0000898432-25-000478	101	Neuberger Berman Short Duration Emerging Market Debt Fund LLC	/s/ Brian Lord	Brian Lord	CCO - Fixed Income of NB Investment Advisers LLC, as Mgr.	2025-07-14
0000898432-25-000477	101	Neuberger Berman Emerging Market Debt - Hard Currency Fund LLC	/s/ Brian Lord	Brian Lord	CCO - Fixed Income of NB Investment Advisers LLC, as Mgr.	2025-07-14
0000898432-25-000476	101	VANTAGE PARTNERS, L.P.	/s/ Brad Cetron	Brad Cetron	CCO & Managing Director of NB Investment Advisers LLC, GP	2025-07-14
0000898432-25-000475	101	VANTAGE GROWTH PARTNERS, L.P.	/s/ Brad Cetron	Brad Cetron	CCO & Managing Director of NB Investment Advisers LLC, GP	2025-07-14
0000898432-25-000474	101	Neuberger Berman Emerging Market Debt Fund LLC	/s/ Brian Lord	Brian Lord	CCO - Fixed Income of NB Investment Advisers LLC, as Mgr.	2025-07-14
0002036695-25-000001	101	BW Augusta I, LLC	Matthew Brendle	Matthew Brendle	Managing Partner	2025-07-14
0002070257-25-000001	101	K Co-Investment II Limited Partnership	Neil Crawford	Neil Crawford	VP of Finance of GP of Manager of GP of GP of Issuer	2025-07-14
0001641172-25-019065	101	Bedrock Research, Inc.	/s/ Kevin LaTourette	Kevin LaTourette	Chief Executive Officer	2025-07-14
0000898432-25-000473	101	Neuberger Berman Emerging Market Debt - Local Currency Fund LLC	/s/ Brian Lord	Brian Lord	CCO - Fixed Income of NB Investment Advisers LLC, as Mgr.	2025-07-14
0000911420-25-000228	101	Panther Glass Box SPV, LP	/s/ David Eshaghian	David Eshaghian	Managing Member of the GP of the Issuer	2025-07-14
0002076977-25-000001	101	SKB-Canyons, LLC	Todd M. Gooding	Todd M. Gooding	President of Operating Manager of Issuer	2025-07-14
0000898432-25-000472	101	Neuberger Berman U.S. Equity Index PutWrite Fund LLC	/s/ Brad Cetron	Brad Cetron	CCO & Managing Director of NB Investment Advisers LLC, Mgr	2025-07-14
0002076992-25-000001	101	CC Frontier, L.P. Aalo	/s/ Jon Ylvisaker	Jon Ylvisaker	Managing Member of the General Partner	2025-07-13
0001315863-25-000518	101	Crestline Sundance Fund, L.P.	/s/ John Cochran	John Cochran	Vice President of the General Partner of the General Partner	2025-07-14
0001470831-25-000080	101	Harbour25 Fund, L.P. - Series 5	/S/ Bart Swanson	Bart Swanson	Manager of the GP of the GP of the Issuer	2025-05-01
0001778202-25-000003	101	BLACK BEAR LTA FUND I LP	Mohan Phansalkar	Mohan Phansalkar	Chief Compliance Officer	2025-07-11
0002076701-25-000001	101	GSBackers Vibrant Fund I a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-07-11
0001615570-25-000001	101	Platte River Employees, LLC	Gregory A. Sissel	Gregory A. Sissel	Manager	2025-07-14
0002076702-25-000001	101	Nomi Capital Defense Fund V a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-07-11
0001437749-25-022651	101	Harvard Apparatus Regenerative Technology, Inc.	/s/ Joseph Damasio	Joseph Damasio	Chief Financial Officer	2025-07-14
0001973026-25-000001	101	NetBox Labs, Inc.	/s/Kristopher Beevers	Kristopher Beevers	Chief Executive Officer	2025-07-14
0002076703-25-000001	101	ZZ Driggs SPV I a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-07-11
0002075411-25-000001	101	Knitting Circle Broadway Ltd Liability Co	Daryl Lyn Roth	Daryl Lyn Roth	President of Daryl Roth Productions Ltd., Managing Member	2025-07-14
0002076704-25-000001	101	Standard Location a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-07-11
0001892138-25-000001	101	Mindset Value Wellness Fund LP	Aaron Edelheit	Aaron Edelheit	Managing Member of Mindset Capital LLC	2025-07-14
0002028404-25-000002	101	Guggenheim Investments Private Debt Fund IV Guardian (U), L.P.	/s/ Robert A. Saperstein	Robert A. Saperstein	CCO of the Sole Member of the GP of Issuer	2025-07-14
0002076706-25-000001	101	X.ai Corp AGC IV a Series of AGC AI Nexus Fund LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-07-11
0002022067-25-000001	101	Guggenheim Investments Private Debt Fund IV-A, L.P.	/s/ Robert A. Saperstein	Robert A. Saperstein	CCO of the Sole Member of the GP of Issuer	2025-07-14
0002022067-25-000001	102	Guggenheim Investments Private Debt Fund IV-B, L.P.	/s/ Robert A. Saperstein	Robert A. Saperstein	CCO of the Sole Member of the GP of Issuer	2025-07-14
0000898432-25-000471	101	Resource Exploration & Development Private Placement QP, LP	/s/ Thomas W. Ulrich	Thomas W. Ulrich	Member of General Partner of Issuer	2025-07-14
0002076898-25-000001	101	Stone Temple Liquid Alternatives Fund LP	Helen Shin	Helen Shin	Officer of Issuer's Investment Manager	2025-07-14
0002013924-25-000001	101	Anchor ATINC SPV III LP	Roger M. Low	Roger M. Low	Managing Member of Anchor ATINC SPV GP LLC	2025-07-14
0002076707-25-000001	101	Hexagon - Nusano Series C May 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-07-11
0002058168-25-000001	101	Advent Global Technology III-B SCSp	Neil Crawford	Neil Crawford	VP of the GP of the MGR of a MGR of the GP of the Issuer	2025-07-14
0002033548-25-000061	101	FMX Five Elms, L.P.	Fred N. Coulson, IV	Fred N. Coulson, IV	Managing Partner of the GPLLC	2025-07-14
0000898432-25-000470	101	Resource Exploration & Development Private Placement, LP	/s/ Thomas W. Ulrich	Thomas W. Ulrich	Member of General Partner of Issuer	2025-07-14
0002058167-25-000001	101	Advent Global Technology III-A SCSp	Neil Crawford	Neil Crawford	VP of the GP of the MGR of a MGR of the GP of the Issuer	2025-07-14
0002058166-25-000001	101	Advent Global Technology III SCSp	Neil Crawford	Neil Crawford	VP of the GP of the MGR of a MGR of the GP of the Issuer	2025-07-14
0002076708-25-000001	101	Nodecraft Jun 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-07-11
0002076709-25-000001	101	Serious Goose Jun 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-07-11
0002077032-25-000001	101	Outrunner Capital - SPV V LLC	Jonathan Levy	Jonathan Leo Levy	Co-Chief Executive Officer	2025-07-14
0002042190-25-000001	101	GSP Radar Access Fund LLC	/s/ Erik Oros	Erik Oros	Chief Investment Officer	2025-07-14
0002076527-25-000002	101	GCS QOF LLC	/s/ Steeve Breton	Steeve Breton	Manager of the Issuers Manager	2025-07-14
0001813689-25-000002	101	Galaxy Digital, LP	Andrew Siegel	Andrew Siegel	Authorized Signatory of the General Partner	2025-07-14
0001813689-25-000002	102	Galaxy Digital Holdings LP	Andrew Siegel	Andrew Siegel	Authorized Signatory of the General Partner	2025-07-14
0001717797-25-000002	101	CoreMap, Inc.	/s/ Sarah O. Kalil	Sarah O. Kalil	CEO	2025-07-14
0002076710-25-000001	101	XSLA Ventures - Pila Energy 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-07-11
0002076628-25-000001	101	Ridgeline HMP LLC	/s/ Jeffrey M. Axley	Jeffrey M. Axley	Manager of the Manager of the Issuer	2025-07-14
0000908834-25-000214	101	Monarch MSS-2 GA 2025 ICF 2, LLC	George L. Strobel, II	George L. Strobel, II	Executive Director	2025-07-14
0002076538-25-000001	101	MP Distro LLC	James Marshall	James Marshall	POA from CEO of MP Distro LLC, Manish Pushye	2025-06-25
0002049840-25-000001	101	Accrete 1A8D, LP	Ali Shekofti	Ali Shekofti	President	2025-07-14
0002049838-25-000001	101	Accrete 1A7D, LP	Ali Shekofti	Ali Shekofti	President	2025-07-14
0002073658-25-000001	101	Wood Wide AI, Inc.	Varsha Raj	Varsha Raj	President	2025-07-14
0002076711-25-000001	101	Pari Passu Growth VI a Series of Pari Passu Master II LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-07-11
0002008889-25-000001	101	WENONA ESTATES MHP, LLC	KIM LISA TAYLOR	KIM LISA TAYLOR	CORPORATE SECRETARY	2025-07-14
0001876050-25-000002	101	WHC Fund I LP	Bade Aluko	Bade Aluko	Manager of the General Partner	2025-07-14
0002076527-25-000001	101	HI Ambrose LLC	/s/ Kent Ritter	Kent Ritter	Manager to the Manager of the Issuer	2025-07-14
0002076657-25-000001	101	Hiive Apptronik Series II a Series of Hiive Apptronik LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-07-11
0000908834-25-000213	101	MPC FED 2025 NMTC Fund I, LLC	George L. Strobel, II	George L. Strobel, II	Executive Director	2025-07-14
0001012975-25-000360	101	Marathon Direct Lending Fund, LP	/s/ Jamie Raboy	Jamie Raboy	Manager of the General Partner	2025-07-14
0002076526-25-000001	101	Bouye Holding LLC	James Marshall	James Marshall	POA from CEO of Bouye Holding LLC, Arlandus Bouye	2025-05-30
0002077031-25-000001	101	Outrunner Capital - SPV IV LLC	Jonathan Levy	Jonathan Leo Levy	Co-Chief Executive Officer	2025-07-14
0001062993-25-012786	101	Mogotes Metals Inc.	/s/ Allen Sabet	Allen Sabet	CEO & Director	2025-07-14
0001896410-25-000017	101	RENTDUE Capital Fund 3 LLC	Jace Vernon	Jace Vernon	Executive Officer	2025-07-14
0002029509-25-000001	101	V64 PARTNERS LP	Rajansh Miglani	Rajansh Miglani	Officer of Investment Manager and GP of GP	2025-07-14
0001231919-25-000109	101	Renasant Bio, Inc.	/s/ Emily Conley	Emily Conley	CEO	2025-07-14
0002075640-25-000001	101	Series 5-1, a series of StartEngine Private Funds LLC	HOWARD MARKS	HOWARD MARKS	DIRECTOR	2025-07-14
0000905148-25-002437	101	Silver Rock Onshore Opportunistic Credit Fund LP	Patrick Hunnius	Patrick Hunnius	GC and CCO of the IM and Member of Gov. Committee of Issuer	2025-07-14
0001714202-25-000001	101	Fisher Investments Institutional Group All Foreign Small Cap Equity Quant Fund	Michael Rhodes	Michael Rhodes	Authorized Representative	2025-07-14
0000905148-25-002436	101	Capstone Alternative Risk Strategy (US) LP	Emily Locher	Emily Locher	Chief Compliance Officer of the Investment Manager	2025-07-14
0002076231-25-000001	101	RP Timbercrest, LP	Eric G. Rice	Eric G. Rice	Chief Executive Officer	2025-07-14
0002063407-25-000019	101	Cassiopeia Fund	/s/ Liv Droz	Liv Droz	COO of Issuer's Investment Manager	2025-07-14
0001231919-25-000108	101	Renasant Bio, Inc.	/s/ Emily Conley	Emily Conley	CEO	2025-07-14
0002076985-25-000001	101	Laced, LLC	/R. Scott Evans/	R. Scott Evans	Attorney	2025-07-14
0000905148-25-002435	101	SRF Offshore Plan Assets Opportunistic Credit Fund LP	Patrick Hunnius	Patrick Hunnius	GC and CCO of the IM and Member of Gov. Committee of Issuer	2025-07-14
0002076844-25-000001	101	Snowhawk Partridge Coinvest LP	/S/ BRIAN MCMULLEN	BRIAN MCMULLEN	MANAGING MEMBER OF THE GP OF THE GP OF THE ISSUER	2025-07-14
0002077014-25-000001	101	Tullahoma Medical Investment LLC	/s/ Natalie Dickson, M.D.	Natalie Dickson, M.D.	President	2025-07-14
0002075869-25-000002	101	November Fund, L.P.	NPMelvin	Nicholas Melvin	CEO	2025-07-14
0000905148-25-002434	101	Capstone Alternative Risk Strategy (Offshore) Ltd.	Emily Locher	Emily Locher	Chief Compliance Officer of the Investment Manager	2025-07-14
0000899140-25-000837	101	AQ Sunshine Parent, LLC	Timothy J . Hall	Timothy J . Hall	Chief Executive Officer	2025-07-12
0002073509-25-000003	101	Gaingels Nava LLC	/s/ Paul Grossinger	Paul Grossinger	Manager Gaingels Management LLC, Manager	2025-07-14
0000905148-25-002433	101	Silver Rock Offshore Opportunistic Credit Fund LP	Patrick Hunnius	Patrick Hunnius	GC and CCO of the IM and Member of Gov. Committee of Issuer	2025-07-14
0001062993-25-012779	101	MyndTec Inc.	/s/ Scott Franklin	Scott Franklin	Chief Financial Officer	2025-07-14
0002076318-25-000001	101	West Street Strategic Solutions II Offshore LP	/s/ Paul Bothner	Paul Bothner	Director of the General Partner of the Issuer	2025-07-11
0002073509-25-000002	101	Gaingels North Cloud LLC	/s/ Paul Grossinger	Paul Grossinger	Manager Gaingels Management LLC, Manager	2025-07-14
0000905148-25-002432	101	Capstone Alternative Markets Trend Strategy (US) LP	Emily Locher	Emily Locher	Chief Compliance Officer of the Investment Manager	2025-07-14
0002039664-25-000001	101	Vested 2024 Summer Opportunity Fund, LP	Peter Ostrovski	Peter Ostrovski	Authorized Representative of the General Partner	2025-07-14
0002076850-25-000001	101	RO-06241 Fund II, a series of MV Funds, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-07-14
0000899140-25-000836	101	AQ Sunshine Parent, LLC	Timothy J . Hall	Timothy J . Hall	Chief Executive Officer	2025-07-12
0002073509-25-000001	101	Gaingels Lambda LLC	/s/ Paul Grossinger	Paul Grossinger	Manager Gaingels Management LLC, Manager	2025-07-14
0002076319-25-000001	101	West Street Strategic Solutions II Offshore Feeder LLC	/s/ Paul Bothner	Paul Bothner	Director of the Manager of the Issuer	2025-07-11
0000905148-25-002431	101	SRF Onshore Plan Assets Opportunistic Credit Fund LP	Patrick Hunnius	Patrick Hunnius	GC and CCO of the IM and Member of Gov.Committee of Issuer	2025-07-14
0002076717-25-000001	101	Microtec Development & Holdings LLC	Anthony M. Cialone	Anthony M. Cialone	CEO	2025-07-01
0000905148-25-002430	101	Capstone Alternative Markets Trend Strategy (Offshore) Ltd.	Emily Locher	Emily Locher	Chief Compliance Officer of the Investment Manager	2025-07-14
0002075447-25-000002	101	Industrious Ventures Growth II, LLC	Henri Rizack	Henri Rizack	Managing Director	2025-07-14
0001679243-25-000002	101	Talbert Capital Preferred Income Fund, LP	/s/ Jeffrey R. Talbert	Jeffrey R. Talbert	Managing Member of the Issuer's General Partner	2025-07-14
0002066602-25-000001	101	CL3 Capital LLC	Chris Murray	Chris Murray	Principal	2025-07-14
0002076320-25-000001	101	West Street Strategic Solutions II LP	/s/ Paul Bothner	Paul Bothner	Director of the General Partner of the Issuer	2025-07-11
0001013594-25-000834	101	Corient Private Access, LP	/s/ Michael A. Maroon	Michael A. Maroon	Manager of manager of General Partner of Issuer	2025-07-14
0001900103-25-000001	101	BPEA Strategic Healthcare II, L.P.	/s/ Stephen Byers	Stephen Byers	CFO of the General Partner of the Issuer	2025-07-14
0002005275-25-000005	101	Winfield's Chocolate Bar Holdings LLC	/s/ Molly Campbell Voorhees	Molly Campbell Voorhees	Manager	2025-07-14
0001814554-25-000062	101	Tribe Capital Firstlook APP-02, L.P.	/s/ Matthew O'Brien	Matthew O'Brien	Vice President of the General Partner	2025-07-14
0001924952-25-000004	101	D. Tools Inc.	/Mark Pover/	Mark Pover	CFO	2025-07-14
0001814554-25-000060	101	Tribe Capital Firstlook KRA-09, L.P.	/s/ Matthew O'Brien	Matthew O'Brien	Vice President of the General Partner	2025-07-14
0002076778-25-000001	101	Heritage Harbor Partners, LLC	/s/ Hailey Hu	Hailey Hu	Manager	2025-07-10
0002076292-25-000001	101	HPI Real Estate Fund XV LLC	/S/ J. David Kelsey	J. David Kelsey	Manager of the Manager of the Issuer	2025-07-11
0001959498-25-000003	101	Consistent Daily Inc.	Marcin Tartas	Marcin Tartas	President and CEO	2025-07-14
0002074978-25-000002	101	Mission Crest Macro Dynamic Fund, LP	Benjamin C. Browning	Benjamin C. Browning	Vice President of Mission Crest Capital Management, LLC	2025-07-14
0002074978-25-000001	101	Mission Crest Macro Dynamic Fund, Ltd.	Benjamin C. Browning	Benjamin C. Browning	Vice President of Mission Crest Capital Management, LLC	2025-07-14
0002069098-25-000001	101	MA-0325 Fund I, a series of Armenian Founders, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-07-14
0002030310-25-000001	101	InfraVia European Fund VI SCSp	Laurence Marini	Laurence Marini	Manager of the Issuer's General Partner	2025-07-13
0002054212-25-000001	101	HF0-FA-0122 Fund I, a series of AngelList Funds 2025, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-07-14
0002038498-25-000001	101	AN-0918 Fund II, a series of Umami Capital, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-07-14
0001817322-25-000003	101	Valliance Offshore Feeder Fund	Lin Li	Lin Li	Director	2025-07-11
0001817352-25-000003	101	Valliance Fund	Lin Li	Lin Li	Director	2025-07-11
0001104659-25-067496	101	Purple Mixer, Inc.	/s/ Sarah Jones Garibaldi	Sarah Jones Garibaldi	Authorized Representative	2025-07-14
0001328478-25-000003	101	SURGICAL CENTER OF SOUTH JERSEY LP	/s/ Meagan O. Davis	Meagan O. Davis	Attorney for Issuer	2025-07-11
0002076997-25-000001	101	FSBA AAM Strategic Fund III, LP	/s/Brandon Halm	Brandon Halm	Authorized Signatory	2025-07-11
0002069997-25-000001	101	Think Diffusion Inc.	Grant Robert Gulovsen	Grant Robert Gulovsen	Attorney of Record	2025-07-10
0002071871-25-000004	101	Black Light Surgical, Inc.	/s/Dominic Verne Sharma	Dominic Verne Sharma	Chief Executive Officer	2025-07-11
0002074587-25-000001	101	Arbor Fund I, LLC	Ryan O'Kane	Ryan O'Kane	CFO of Manager	2025-07-11
0001507150-25-000005	101	Discerning Capital Yaspa SPV, LLC	/s/ Davis Catlin	Davis Catlin	Managing Director of the Manager of the Issuer	2025-07-10
0001961844-25-000002	101	Neoclassic Venture Partners Offshore Fund I LP	SungKun Lee	SungKun Lee	Managing Member of Neoclassic Capital GP LLC	2025-07-11
0001971760-25-000003	101	Deep Cognition, Inc.	/s/ Andrew Kussmaul	Andrew Kussmaul	Attorney for Company	2025-07-11
0001961845-25-000001	101	Neoclassic Venture Partners Onshore Fund I LP	SungKun Lee	SungKun Lee	Managing Member of Neoclassic Capital GP LLC	2025-07-11
0002003807-25-000001	101	ARKANSAS RIVER CAPITAL, LLC	/S/ JOHN FOGELSONG	JOHN FOGELSONG	MANAGING MEMBER OF THE MANAGING MEMBER OF THE ISSUER	2025-07-11
0002071871-25-000003	101	Black Light Surgical, Inc.	/s/Dominic Verne Sharma	Dominic Verne Sharma	Chief Executive Officer	2025-07-11
0001012975-25-000359	101	Thrive Capital Partners VIII-C, LLC	/s/ Joshua Kushner	Joshua Kushner	Managing Member of the Manager of the Issuer	2025-07-11
0002076946-25-000001	101	SPAC Special Opportunity Fund, LP	/s/ Matthew Winkel	Matthew Winkel, Esq.	By POA from Vikas Mittal, Managing Member of Issuer's GP.	2025-07-11
0002042301-25-000002	101	Blackstone Private Equity Strategies Fund SICAV	/s/ Claire Gerault	Claire Gerault	Director	2025-07-11
0001641172-25-018817	101	Biofrontera Inc.	/s/ E. Fred Leffler, III	E. Fred Leffler, III	Chief Financial Officer	2025-07-11
0002070426-25-000001	101	Eclipse SPV XXVI, L.P.	/s/ Lior Susan	Lior Susan	Managing Member of the General Partner	2025-07-11
0001727689-25-000050	101	SILVER VIPER MINERALS CORP.	/s/ Sandi Diprimo	Sandi Diprimo	Corporate Secretary	2025-07-11
0001800153-25-000001	101	Fourthstone Small-Cap Financials Fund LP	/s/ Robin Anderson	Robin Anderson	CCO, Fourthstone LLC	2025-07-11
0001930054-25-000003	101	Blackstone Private Equity Strategies Fund L.P.	/s/ Kate O'Neil	Kate O'Neil	Authorized Signatory	2025-07-11
0001141488-25-000002	101	JOLIET SURGERY CENTER LIMITED PARTNERSHIP	/s/ Meagan O. Davis	Meagan O. Davis	Attorney for Issuer	2025-07-11
0001754200-25-000001	101	Fourthstone QP Opportunity Fund LP	/s/ Robin Anderson	Robin Anderson	Chief Compliance Officer	2025-07-11
0002071871-25-000002	101	Black Light Surgical, Inc.	/s/Dominic Verne Sharma	Dominic Verne Sharma	Chief Executive Officer	2025-07-11
0002063595-25-000026	101	Deep Sail Capital Partners LP	Sean Westropp	Sean Westropp	Manager	2025-07-11
0001708885-25-000001	101	Fourthstone Offshore Opportunity Fund Ltd.	/s/ Robin Anderson	Robin Anderson	Chief Compliance Officer	2025-07-11
0002075220-25-000004	101	KP Co-Invest Light III, L.P.	/s/ Ginger Quillen	Ginger Quillen	VP of the GP of the GP of the Issuer	2025-07-11
0001763149-25-000002	101	Boston Electrometallurgical Corp	/s/ Tadeu Carneiro	Tadeu Carneiro	Chief Executive Officer	2025-07-11
0001953940-25-000003	101	Blackstone Private Equity Strategies Fund (TE) L.P.	/s/ Kate O'Neil	Kate O'Neil	Authorized Signatory	2025-07-11
0001595412-25-000001	101	Fourthstone Opportunity Fund LP	/s/ Robin Anderson	Robin Anderson	Chief Compliance Officer	2025-07-11
