ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0000908834-26-000028	YES	101	0002105367	MPC KS 2029 LIHTC ICF, LLC	3414 PEACHTREE ROAD	SUITE 825	ATLANTA	GA	GEORGIA	30326	4045968019	GEORGIA							Limited Liability Company		withinFiveYears	2025
0001096906-26-000086	YES	101	0002104994	Ren-Elektra, Inc.	131 CONTINENTAL DR, SUITE 305		NEWARK	DE	DELAWARE	19713	1 628 444 4084	DELAWARE							Corporation		withinFiveYears	2025
0002104619-26-000001	YES	101	0002104619	Bretton Capital LLC	2392 NOSTRAND AVE	3RD FLOOR	BROOKLYN	NY	NEW YORK	11210	2032835300	NEW YORK							Limited Liability Company		withinFiveYears	2025
0000905148-26-000192	YES	101	0002007663	Deer Park Mortgage Opportunity Fund I Cayman LP	Maples Corporate Services Limited	Ugland House, South Church Street	Grand Cayman	E9	CAYMAN ISLANDS	KY1-1104	970-457-4342	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2023
0002105360-26-000001	YES	101	0002105360	Render LLC	353 9TH AVENUE NORTH		FRANKLIN	TN	TENNESSEE	37064	309-219-4653	TENNESSEE							Limited Liability Company		withinFiveYears	2024
0002029614-26-000002	YES	101	0002029614	Ohm Health, Inc.	4507 CARY STREET ROAD		RICHMOND	VA	VIRGINIA	23221	(301) 367-1090	DELAWARE							Corporation		withinFiveYears	2024
0002029614-26-000001	YES	101	0002029614	Ohm Health, Inc.	4507 CARY STREET ROAD		RICHMOND	VA	VIRGINIA	23221	(301) 367-1090	DELAWARE							Corporation		withinFiveYears	2024
0002105533-26-000001	YES	101	0002105533	Full Cycle Funding Income Fund, LLC	10300 49TH ST N 201		CLEARWATER	FL	FLORIDA	33762	727-506-8177	FLORIDA							Limited Liability Company		withinFiveYears	2025
0002105302-26-000001	YES	101	0002105302	North Iron Mitten II LLC	1 HIGHFIELD LANE		NORWELL	MA	MASSACHUSETTS	02061	781-264-2586	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002051347-26-000001	YES	101	0002051347	WorkGrounds, Inc.	169 MADISON AVENUE	2384	NEW YORK	NY	NEW YORK	10016	408-833-5038	DELAWARE							Corporation		withinFiveYears	2022
0001636350-26-000001	YES	101	0001636350	kdhb V Partners, LP	3955 N. IVY ROAD, NE		ATLANTA	GA	GEORGIA	30342	(404) 822-8003	GEORGIA							Limited Partnership		overFiveYears	
0002105349-26-000002	YES	101	0002105349	IFM Matterhorn Co-Investment SCSp	114 West 47th Street, 19th Floor		New York	NY	NEW YORK	10036	(212) 784-2295	LUXEMBOURG							Limited Partnership		withinFiveYears	2025
0000950103-26-000536	YES	101	0001297275	Prime Property Fund, LLC	C/O MORGAN STANLEY REAL ESTATE ADVISOR	1585 BROADWAY, FLOOR 33	NEW YORK	NY	NEW YORK	10036	(404) 846-1425	DELAWARE				Prime Property Fund LLC			Limited Liability Company		overFiveYears	
0002081111-26-000007	YES	101	0001523061	Skellig DST Global Solutions Fund, an Investment Fund of Skellig Delaware Statutory Trust	C/O KBI GLOBAL INVESTORS (NA) LTD	3RD FLOOR, 2 HARBOURMASTER PLACE	DUBLIN	L2	IRELAND	D01 X5P3	353 1438 4400	DELAWARE				SKELLIG DST GLOBAL RESOURCE SOLUTIONS FUND, an Investment Fund of Skellig Delaware Statutory Trust	KBI DST GESS FUND, an Investment Fund of KBI Delaware Statutory Trust	KBI DST GESS FUND, an Investment Fund of Kleinwort Benson Investors Delaware Statutory Trust	Business Trust		overFiveYears	
0002104823-26-000001	YES	101	0002104823	True Talent Advisory Management LLC	1717 ARCH STREET		PHILADELPHIA	PA	PENNSYLVANIA	19103	215-808-0792	DELAWARE							Limited Liability Company		withinFiveYears	2023
0000945621-26-000055	YES	101	0002051676	CFM Cumulus Fund LLC	C/O CFM NORTH AMERICA INC.	405 LEXINGTON, 55TH FLOOR	NEW YORK	NY	NEW YORK	10174	1646 957 80 18	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002009049-26-000003	YES	101	0002009049	TrueFan Travel, LLC	233 CRYSTAL COURT		BLUE BELL	PA	PENNSYLVANIA	19422	267-481-2526	PENNSYLVANIA							Limited Liability Company		withinFiveYears	2023
0002105160-26-000001	YES	101	0002105160	Net Lease Real Estate Fund II, L.P.	390 Madison Avenue		NEW YORK	NY	NEW YORK	10017	2122707643	DELAWARE							Limited Partnership		withinFiveYears	2025
0002046968-26-000001	YES	101	0002046968	Infinitum Cayman, Ltd.	201 E LAS OLAS BLVD., SUITE 1140		FORT LAUDERDALE	FL	FLORIDA	33301	(754) 300-6541	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
0002057818-26-000003	YES	101	0002057818	Institutional Drilling Fund II LP	1521 N. COOPER STREET	SUITE 400	ARLINGTON	TX	TEXAS	76011	682-305-2868	DELAWARE							Limited Partnership		withinFiveYears	2025
0002104101-26-000001	YES	101	0002104101	HRE Fund IV REIT LLC	6806 PARAGON PLACE, SUITE 120		RICHMOND	VA	VIRGINIA	23230	804-288-3081	DELAWARE							Limited Liability Company		withinFiveYears	2024
0000902664-26-000240	YES	101	0002103786	Ninth Avenue Offshore Fund, Ltd	C/O MAPLES CORPORATE SERVICES LIMITED	UGLAND HOUSE, PO BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	CAYMAN ISLANDS							Other	a Cayman Islands exempted company	withinFiveYears	2025
0000902664-26-000239	YES	101	0002103787	Ninth Avenue Onshore Fund, LP	4801 MAIN STREET	SUITE 500	KANSAS CITY	MO	MISSOURI	64112	816-427-8758	DELAWARE							Limited Partnership		withinFiveYears	2025
0002105354-26-000001	YES	101	0002105354	Laurel Street Associates, LLC	2132 Thrift Road, Suite A		Charlotte	NC	NORTH CAROLINA	28208	7045615235	NORTH CAROLINA	LSR Associates, LLC						Limited Liability Company		withinFiveYears	2025
0001123292-26-000070	YES	101	0002084570	Bell Partners Growth & Income Fund, L.P.	300 N. GREENE STREET	SUITE 1000	GREENSBORO	NC	NORTH CAROLINA	27401	704-887-2344	DELAWARE							Limited Partnership		withinFiveYears	2025
0001470831-26-000035	YES	101	0002091160	ICONIQ Strategic Partners VIII Co-Invest FO-B, L.P.	50 BEALE STREET, SUITE 2300		SAN FRANCISCO	CA	CALIFORNIA	94105	(415) 967-7763	DELAWARE							Limited Partnership		withinFiveYears	2025
0000905770-26-000002	YES	101	0000905770	GREENBRIER PARTNERS LTD	3879 MAPLE AVENUE	SUITE 350	DALLAS	TX	TEXAS	75219	214.720.2060	TEXAS							Limited Partnership		overFiveYears	
0001532702-26-000001	YES	101	0001532702	SOUTHSTAR CAPITAL LLC	840 LOWCOUNTRY BLVD		MOUNT PLEASANT	SC	SOUTH CAROLINA	29464	800-763-3021	SOUTH CAROLINA				Southstar Capital, LLC			Corporation		overFiveYears	
0002046965-26-000001	YES	101	0002046965	Infinitum Partners, L.P.	201 E LAS OLAS BLVD., SUITE 1140		FORT LAUDERDALE	FL	FLORIDA	33301	(754) 300-6541	DELAWARE							Limited Partnership		overFiveYears	
0000912282-26-000046	YES	101	0001158399	Burcon NutraScience Corp	Suite 490, 999 West Broadway		VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V5Z 1K5	(604) 733-0896	BRITISH COLUMBIA, CANADA				BURCON NUTRASCIENCE CORP			Corporation		overFiveYears	
0000905148-26-000188	YES	101	0002007664	Deer Park Mortgage Opportunity Fund l LP	1195 Bangtail Way		Steamboat Springs	CO	COLORADO	80487	970-457-4342	DELAWARE							Limited Partnership		withinFiveYears	2023
0002105231-26-000001	YES	101	0002105231	Crow's Nest Holdings SAG, LLC	5820 PATTERSON AVENUE	SUITE 202	RICHMOND	VA	VIRGINIA	23226	(917) 596-6689	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001470831-26-000034	YES	101	0002091141	ICONIQ Strategic Partners VIII Co-Invest FO, L.P.	50 BEALE STREET, SUITE 2300		SAN FRANCISCO	CA	CALIFORNIA	94105	(415) 967-7763	DELAWARE							Limited Partnership		withinFiveYears	2025
0002105344-26-000002	YES	101	0002105344	137 Holdings MS, LLC - Series 2025-2	233 POST STREET, 6TH FLOOR		SAN FRANCISCO	CA	CALIFORNIA	94108	415-513-5222	DELAWARE							Limited Liability Company		withinFiveYears	2025
0000905148-26-000187	YES	101	0002031528	Eagle Point Defensive Income Fund III EP LP	Eagle Point DIF GP III LLC	600 Steamboat Road, Suite 202	Greenwich	CT	CONNECTICUT	06830	203-340-8500	DELAWARE							Limited Partnership		withinFiveYears	2024
0002104096-26-000001	YES	101	0002104096	2121 W Hanover Road LLC	514 LAKE SHORE DRIVE NORTH		BARRINGTON	IL	ILLINOIS	60010	312-636-7826	ILLINOIS							Limited Liability Company		withinFiveYears	2025
0000905148-26-000186	YES	101	0002048716	Deer Park Commercial Mortgage Opportunity Fund I Cayman LP	Maples Corporate Services Limited	Ugland House, South Church Street	Grand Cayman	E9	CAYMAN ISLANDS	KY1-1104	970-457-4342	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2024
0000905148-26-000185	YES	101	0002031527	Eagle Point Defensive Income Fund III Non-US LP	Eagle Point DIF GP III LLC	600 Steamboat Road, Suite 202	Greenwich	CT	CONNECTICUT	06830	203-340-8500	CAYMAN ISLANDS							Other	Cayman Islands exempted limited partnership	withinFiveYears	2024
0002105392-26-000001	YES	101	0002105392	Sofi Rendall 7-2 Joint Venture	1880 W PROSPER TRAIL		PROSPER	TX	TEXAS	75078	4698020332	TEXAS							General Partnership		withinFiveYears	2026
0001470831-26-000033	YES	101	0002103566	NIV Fund III (Feeder), LP	200 PARK AVENUE SOUTH, SUITE 1700		NEW YORK	NY	NEW YORK	10003	(347) 405-0813	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2025
0001840593-26-000001	YES	101	0001840593	Standard Capital L.P.	16192 Coastal Highway		Lewes	DE	DELAWARE	19958	4403172323	DELAWARE							Limited Partnership		withinFiveYears	2021
0000905148-26-000184	YES	101	0002031526	Eagle Point Defensive Income Fund III US LP	Eagle Point DIF GP III LLC	600 Steamboat Road, Suite 202	Greenwich	CT	CONNECTICUT	06830	203-340-8500	DELAWARE							Limited Partnership		withinFiveYears	2024
0001743620-26-000001	YES	101	0001743620	Golub Capital Partners Rollover Fund 2, L.P.	150 SOUTH WACKER DR STE 800		CHICAGO	IL	ILLINOIS	60606	3122055050	DELAWARE							Limited Partnership		overFiveYears	
0001470831-26-000032	YES	101	0002103565	NIV Fund III, LP	200 PARK AVENUE SOUTH, SUITE 1700		NEW YORK	NY	NEW YORK	10003	(347) 405-0813	DELAWARE							Limited Partnership		withinFiveYears	2025
0002103990-26-000001	YES	101	0002103990	Prime Intellect, Inc.	1111B S GOVERNORS AVENUE		DOVER	DE	DELAWARE	19904	415-697-2424	DELAWARE							Corporation		withinFiveYears	2024
0000905148-26-000183	YES	101	0002048692	Deer Park Commercial Mortgage Opportunity Fund I LP	1195 Bangtail Way		Steamboat Springs	CO	COLORADO	80487	970-457-4342	DELAWARE							Limited Partnership		withinFiveYears	2024
0001502358-26-000001	YES	101	0001502358	Golub Capital International Ltd.	C/O MAPLES CORPORATE SERVICES LIMITED	BOX 309, UGLAND HOUSE	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	312-205-5050	CAYMAN ISLANDS							Other	Exempted company incorporated under the laws of the Cayman Islands.	overFiveYears	
0002091056-26-000001	YES	101	0002091056	GoodStream, Inc.	155 W 15TH STREET, 1D		NEW YORK	NY	NEW YORK	10011	2067693536	DELAWARE							Corporation		withinFiveYears	2025
0002101957-26-000002	YES	101	0002101957	Golden Sparrow Ventures II, LP	Rue Madame Azor	St Antoine	Goodlands	O4	MAURITIUS	30429	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2025
0000898858-26-000003	YES	101	0000898858	WEIK VALUE PARTNERS	18 COMMERCE DRIVE		WYOMISSING	PA	PENNSYLVANIA	19610	610-376-2240	PENNSYLVANIA				WCM VALUE PARTNERS	WCM GROWTH PARTNERS	WIS GROWTH PARTNERS	Limited Partnership		overFiveYears	
0002104528-26-000001	YES	101	0002104528	Folsom Capital Fund I, L.P.	555 BRYANT STREET	UNIT 1111	SAN FRANCISCO	CA	CALIFORNIA	94107	646-919-4494	DELAWARE							Corporation		withinFiveYears	2025
0001656905-26-000001	YES	101	0001656905	DFN Alpha 90/10 Fund LP	608 W HORATIO STREET	SUITE D	TAMPA	FL	FLORIDA	33606	866-296-4420	DELAWARE							Limited Partnership		overFiveYears	
0002043460-26-000001	YES	101	0002043460	EFM Fund IV, LLC	721 NW 9TH AVENUE, SUITE 200		PORTLAND	OR	OREGON	97209	(503) 467-0823	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002102231-26-000001	YES	101	0002102231	Market & Church LLC	36 BROAD STREET		CHARLESTON	SC	SOUTH CAROLINA	29401	8433756622	SOUTH CAROLINA							Limited Liability Company		withinFiveYears	2025
0000905148-26-000182	YES	101	0002052257	Mountain Point Enhanced Senior Income Fund US LP	Mountain Point Senior Income GP LLC	600 Steamboat Road, Suite 202	Greenwich	CT	CONNECTICUT	06830	203-900-5855	DELAWARE	Mountain Point Senior Income Fund US LP						Limited Partnership		withinFiveYears	2024
0001656904-26-000001	YES	101	0001656904	DFN Alpha Advantage Fund LP	608 W HORATIO STREET	SUITE D	TAMPA	FL	FLORIDA	33606	866-296-4420	DELAWARE							Limited Partnership		overFiveYears	
0000898812-26-000003	YES	101	0000898812	WEIK SMALL-CAP PARTNERS	18 COMMERCE DRIVE		WYOMISSING	PA	PENNSYLVANIA	19610	610-376-2240	PENNSYLVANIA				WCM SMALL-CAP PARTNERS	WIS SMALL CAP PARTNERS		Limited Partnership		overFiveYears	
0000905148-26-000181	YES	101	0002052259	Mountain Point Enhanced Senior Income Fund Non-US LP	Mountain Point Senior Income GP LLC	600 Steamboat Road, Suite 202	Greenwich	CT	CONNECTICUT	06830	203-900-5855	CAYMAN ISLANDS	Mountain Point Senior Income Fund Non-US LP						Other	Cayman Islands Exempted Limited Partnership	withinFiveYears	2024
0001493152-26-002349	YES	101	0001981519	MIXED MARTIAL ARTS GROUP LTD	LEVEL 1, SUITE 1, 29-33 THE CORSO		MANLY	C3	AUSTRALIA	2095	+61 1800 151 865	AUSTRALIA	Wimp 2 Warrior Limited	Alta Global Group Limited		ALTA GLOBAL GROUP LTD			Other	Australian public company limited by shares	overFiveYears	
0000902664-26-000235	YES	101	0002099327	Miravast ILS Credit Opportunities III LP	C/O MAPLES CORPORATE SERVICES LIMITED	UGLAND HOUSE, PO BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2025
0002097350-26-000001	YES	101	0002097350	Proofpoint Capital Fund I, L.P.	138 WAVERLY CIRCLE		PHOENIXVILLE	PA	PENNSYLVANIA	19460	610-730-7823	DELAWARE							Limited Partnership		withinFiveYears	2025
0002097947-26-000004	YES	101	0002097947	Terramont Matador Co-Invest, L.P.	C/O TERRAMONT INFRASTRUCTURE GP LLC	9 EAST 40TH STREET, 16TH FLOOR	NEW YORK	NY	NEW YORK	10016	212-572-6469	DELAWARE							Limited Partnership		withinFiveYears	2025
0002103855-26-000001	YES	101	0002103855	VO-1208 Fund I, a series of Roll Up Vehicles, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2026
0002105322-26-000001	YES	101	0002105322	AL-1210 Fund I, a series of Roll Up Vehicles, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2025
0002105345-26-000001	YES	101	0002105345	Embarcadero, a series of AngelList Funds 2025, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2026
0002105234-26-000001	YES	101	0002105234	SEZBN Crypto Exchange Ltd	720 COLORADO HWY 2		DENVER	CO	COLORADO	80246	1 (303) 168-9537	COLORADO							Corporation		withinFiveYears	2022
0002105083-26-000001	YES	101	0002105083	BG, a series of Robo Eterna, LP	8 THE GREEN, STE B, DOVER		KENT COUNTY	DE	DELAWARE	19901	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2025
0002104087-26-000001	YES	101	0002104087	Wasatch Health Growth Fund LP	299 S MAIN ST STE 2300		SALT LAKE CITY	UT	UTAH	84111	801-746-9551	DELAWARE							Limited Partnership		withinFiveYears	2025
0001315863-26-000036	YES	101	0002049189	PetroCap Partners IV, L.P.	5950 BERKSHIRE LANE, SUITE 1200		DALLAS	TX	TEXAS	75225	214.383.7340	DELAWARE							Limited Partnership		withinFiveYears	2024
0002105252-26-000001	YES	101	0002105252	Equitybee 22-65485 a Series of Equitybee cFund Master LLC	955 ALMA ST SUITE B		PALO ALTO	CA	CALIFORNIA	94301	6508471149	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002104992-26-000001	YES	101	0002104992	Forest Street Touhy Plaza, LLC	245 FOREST STREET		WINNETKA	IL	ILLINOIS	60093	312.532.5599	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002105269-26-000001	YES	101	0002105269	Equitybee 22-84029 a Series of Equitybee cFund Master LLC	955 ALMA ST SUITE B		PALO ALTO	CA	CALIFORNIA	94301	6508471149	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002103861-26-000002	YES	101	0002103861	Fund Explore I, LP - D4	2006 196TH ST SW, SUITE 114		LYNNWOOD	WA	WASHINGTON	LYNNWOOD	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2025
0002095922-26-000002	YES	101	0002095922	HY-1015 Fund I, a series of Roll Up Vehicles, LP	2006 196th St SW, Suite 114		Lynnwood	WA	WASHINGTON	98036	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2025
0002105411-26-000001	YES	101	0002105411	Tiseo Acquisition, LLC	1734 CROOKS ROAD		TROY	MI	MICHIGAN	48084	(248) 450-5900	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002105010-26-000001	YES	101	0002105010	Plutus21 Axiom Fund of Plutus21 Platform LLC	200 CRESCENT COURT, SUITE 1430		DALLAS	TX	TEXAS	75201	469-626-8994	DELAWARE							Other	Series of a Series LLC	withinFiveYears	2026
0002079866-26-000002	YES	101	0002079866	NAMSOFT INC.	10918 80TH PL NE		KIRKLAND	WA	WASHINGTON	98034	4257366508	WASHINGTON							Corporation		withinFiveYears	2025
0002104874-26-000001	YES	101	0002104874	IRIS Intel Inc.	5659 STRAND CT., SUITE 106		NAPLES	FL	FLORIDA	34110	239 228 0939	DELAWARE							Corporation		withinFiveYears	2025
0001387714-26-000003	YES	101	0001387714	STEELHEAD PATHFINDER FUND LTD	C/O MAPLES CORPORATE SERVICES LIMITED	UGLAND HOUSE, PO BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	345-814-5535	CAYMAN ISLANDS							Other	Exempt Limited Liability Company	overFiveYears	
0002096703-26-000001	YES	101	0002096703	Integrated Investment Partners SPV VI	45 SOUTH FRENCH BROAD AVENUE, SUITE 170		ASHEVILLE	NC	NORTH CAROLINA	28801	(312) 375-1139	DELAWARE							Other	Integrated Investment Partners SPV VI is a series of membership interests in Integrated Investment Partners, LLC, a Delaware series limited liability company.	withinFiveYears	2025
0002105245-26-000001	YES	101	0002105245	Equitybee 22-63959 a Series of Equitybee cFund Master LLC	955 ALMA ST SUITE B		PALO ALTO	CA	CALIFORNIA	94301	6508471149	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002105324-26-000001	YES	101	0002105324	Midas X Venture Capital I LLC	8614 WESTWOOD CENTER DR	SUITE 620	VIENNA	VA	VIRGINIA	22182	5712976364	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002104811-26-000001	YES	101	0002104811	Endeavor Private Credit Fund I BVI, LP	100 CHURCH STREET SW	#500	HUNTSVILLE	AL	ALABAMA	35801	256-704-5111	VIRGIN ISLANDS, BRITISH							Limited Partnership		withinFiveYears	2025
0002047100-26-000001	YES	101	0002047100	MyVillage, Inc.	2261 Market Street, Suite 22764		San Francisco	CA	CALIFORNIA	94114	(831) 915-7443	DELAWARE							Corporation		withinFiveYears	2024
0002105352-26-000001	YES	101	0002105352	Long Vol Equity Strategy Fund LP	5000 W 36TH STREET	SUITE 200	MINNEAPOLIS	MN	MINNESOTA	55416	(612) 200-1740	DELAWARE	Long Vol High Income Fund LP						Limited Partnership		withinFiveYears	2025
0002104479-26-000001	YES	101	0002104479	MMF MB Investments, LLC	1800 WAZEE STREET	SUITE 200	DENVER	CO	COLORADO	80202	720-360-4700	DELAWARE							Limited Liability Company		withinFiveYears	2023
0002093906-26-000002	YES	101	0002093906	SFP Fund I, a series of Solo Founders, LP	2006 196th St SW, Suite 114		Lynnwood	WA	WASHINGTON	98036	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2025
0002103861-26-000002	NO	102	0002103894	Fund Explore I QP, LP - D4	2006 196TH ST SW, SUITE 114		LYNNWOOD	WA	WASHINGTON	98036	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2025
0001888809-26-000001	YES	101	0001888809	Onebrief, Inc.	3161 ALA ILIMA ST #1801		HONOLULU	HI	HAWAII	96818	443-902-2041	DELAWARE	Broadcouncil, Inc.						Corporation		overFiveYears	
0002103151-26-000002	YES	101	0002103151	MA-1126 Fund II, a series of N49P, LP	2006 196th St SW, Suite 114		Lynnwood	WA	WASHINGTON	98036	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2025
0001140361-26-001218	YES	101	0002103400	NFC Energy, LLC	700 Colonial Road	Suite 101	Memphis	TN	TENNESSEE	38117	901-767-5576	TENNESSEE							Limited Liability Company		withinFiveYears	2025
0002105399-26-000001	YES	101	0002105399	Tiseo Holdings, LLC	1734 CROOKS ROAD		TROY	MI	MICHIGAN	48084	(248) 450-5900	MICHIGAN							Limited Liability Company		withinFiveYears	2025
0001140361-26-001216	YES	101	0002105232	NFC Energy Blocker, LLC	700 Colonial Road	Suite 101	Memphis	TN	TENNESSEE	38117	901-767-5576	TENNESSEE							Limited Liability Company		withinFiveYears	2025
0001012975-26-000048	YES	101	0002105177	Lumina Strategic Solutions Fund III (C), LP	Rua Professor Atilio Innocenti	165-Floor 14	Sao Paulo	D5	BRAZIL	04538-000	55 11 3014-0676	ONTARIO, CANADA							Limited Partnership		withinFiveYears	2025
0001753926-26-000116	YES	101	0001947210	High Roller Technologies, Inc.	400 South 4th Street, Suite 500-#390		Las Vegas	NV	NEVADA	89101	(702) 509-5244	DELAWARE							Corporation		withinFiveYears	2021
0002072063-26-000001	YES	101	0002072063	Lion 12 LP	8383 WILSHIRE BLVD.	SUITE 1000	BEVERLY HILLS	CA	CALIFORNIA	90211	7609428505	DELAWARE							Limited Partnership		withinFiveYears	2025
0002104477-26-000001	YES	101	0002104477	Archemetric Capital Partners Pte. Ltd.	590 MADISON AVE		NEW YORK	NY	NEW YORK	10022	2518403869	NEW YORK							Corporation		withinFiveYears	2025
0001012975-26-000047	YES	101	0002105201	Lumina Strategic Solutions Fund III (B)-1, LP	Rua Professor Atilio Innocenti	165-Floor 14	Sao Paulo	D5	BRAZIL	04538-000	55 11 3014-0676	ONTARIO, CANADA							Limited Partnership		withinFiveYears	2025
0001012975-26-000046	YES	101	0002105176	Lumina Strategic Solutions Fund III (C)-1, LP	Rua Professor Atilio Innocenti	165-Floor 14	Sao Paulo	D5	BRAZIL	04538-000	55 11 3014-0676	ONTARIO, CANADA							Limited Partnership		withinFiveYears	2025
0001880242-26-000001	YES	101	0001880242	Aldabra Capital Partners, LP	4870 BLUEBONNET BLVD	SUITE B	BATON ROUGE	LA	LOUISIANA	70809	2252920687	DELAWARE							Limited Partnership		withinFiveYears	2021
0000919574-26-000336	YES	101	0002050473	GlassBead Strategic Fund (CI) Ltd.	407 LINCOLN ROAD	SUITE 11L	MIAMI	FL	FLORIDA	33139	917-251-4419	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2023
0002085046-26-000001	YES	101	0002085046	KV Family Holdings LLC	8383 WILSHIRE BLVD.	SUITE 1000	BEVERLY HILLS	CA	CALIFORNIA	92024	7609428505	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001012975-26-000045	YES	101	0002105202	Lumina Strategic Solutions Fund III (B), LP	Rua Professor Atilio Innocenti	165-Floor 14	Sao Paulo	D5	BRAZIL	04538-000	55 11 3014-0676	ONTARIO, CANADA							Limited Partnership		withinFiveYears	2025
0002091963-26-000002	YES	101	0002091963	CCV-Spectra-2024 LLC	901 OGLETREE ROAD		AUBURN	AL	ALABAMA	36830	3345248066	ALABAMA							Limited Liability Company		withinFiveYears	2024
0000902664-26-000222	YES	101	0002104854	SEO Fund Ltd	190 ELGIN AVENUE		GEORGE TOWN	E9	CAYMAN ISLANDS	KY1-9008	41 55 588 0073	CAYMAN ISLANDS							Other	Cayman Islands exempted company	withinFiveYears	2022
0001493152-26-002288	YES	101	0002104736	NexGelRx, Inc.	2150 CABOT BOULEVARD WEST	SUITE B	LANGHORNE	PA	PENNSYLVANIA	19047	215-702-8550	DELAWARE							Corporation		overFiveYears	
0002011148-26-000001	YES	101	0002011148	Emergent Strategic Partner Investment Vehicle, LLC	8383 WILSHIRE BOULEVARD	SUITE 1000	BEVERLY HILLS	CA	CALIFORNIA	90211	7609428505	DELAWARE							Limited Liability Company		withinFiveYears	2022
0002104386-26-000001	YES	101	0002104386	BYEK CAPITAL LTD	633 17TH ST		DENVER	CO	COLORADO	80202	2253651124	COLORADO							Corporation		withinFiveYears	2022
0001012975-26-000044	YES	101	0002105203	Lumina Strategic Solutions Fund III (A)-1, LP	Rua Professor Atilio Innocenti	165-Floor 14	Sao Paulo	D5	BRAZIL	04538-000	55 11 3014-0676	ONTARIO, CANADA							Limited Partnership		withinFiveYears	2025
0001683168-26-000317	YES	101	0002105117	RR Ventura I, LLC	144 CENTRAL AVE		FILLMORE	CA	CALIFORNIA	93015	818-968-8466	CALIFORNIA							Limited Liability Company		withinFiveYears	2025
0002093738-26-000001	YES	101	0002093738	Destiny Alternative Fund	235 WEST GALENA STREET		MILWAUKEE	WI	WISCONSIN	53212	4142992270	DELAWARE							Business Trust		withinFiveYears	2025
0002068263-26-000001	NO	102	0002096242	ENR Denali-Avant Blocker LP	5950 BERKSHIRE LANE, SUITE 1000		DALLAS	TX	TEXAS	75225	469-331-0123	DELAWARE	CAZ SOF ENR Avant Blocker LP						Limited Partnership		withinFiveYears	2025
0002068263-26-000001	YES	101	0002068263	ENR Denali-Avant SPV LP	5950 BERKSHIRE LANE, SUITE 1000		DALLAS	TX	TEXAS	75225	(469) 331-0123	DELAWARE							Limited Partnership		withinFiveYears	2025
0002105375-26-000001	YES	101	0002105375	MVP Opportunity Fund VI LLC Series 25I	152 MADISON AVENUE	7TH FLOOR	NEW YORK	NY	NEW YORK	10016	212-858-9900	DELAWARE							Limited Liability Company		withinFiveYears	2025
