company_name,industry,website,city,state,zip_code,phone,year_incorporated,company_age_years,executive_officers,board_directors,total_funding,latest_funding_amount,latest_funding_stage,latest_funding_date,Total Approvals,Total Denials,Approval_Rate,median_salary_offered,top_job_titles_sponsored
POSITIONING UNIVERSAL HOLDINGS INC,Other Technology,positioninguniversal.com,SAN DIEGO,CA,92122,(619) 894-6091,2015.0,10.0,"Ezra A. Peachey, Mark A. Wells","Alex A. Panelli, Mark A. Levey, Todd A. Crick",1985427.0,1985427.0,Pre-Seed,2015-06-26,6.0,0.0,100.0,135000.0,['Senior Embedded Firmware Developer']
POSITRON NETWORKS INC,Other Technology,,SEATLE,WA,98125,(317) 478-3634,2023.0,2.0,"Curtis Hartmann, Larry Augustin, Nate Habegger, Siddhartha Shankara Rao",Leanne Churchward,1000000.0,1000000.0,Pre-Seed,2024-02-07,,,,,
POSITRON VOYAGER INC,Other Technology,positronvoyager.com,GLENDALE,CA,91208,(415) 892-1254,2017.0,8.0,Jeffrey Travis,,2500000.0,2500000.0,Pre-Seed,2018-01-31,,,,,
POSSIBLE FINANCIAL INC,Other Technology,,SEATTLE,WA,98102,(857) 498-0377,2017.0,8.0,"ANTHONY HUANG, Anthony Huang","ANDY LIU, Andy Liu, Rebecca Lynn, TYLER CONANT, Tyler Conant",17310915.0,10990415.0,Series A,2019-05-21,14.0,0.0,100.0,171000.0,['Senior Software Engineer']
POST 5000 SANGER PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2023.0,2.0,Jason Post,,11976810.0,11976810.0,Series A,2023-12-31,,,,,
POST ACUTE ANALYTICS INC,Other Health Care,,Irving,TX,75039,(818) 254-6668,2018.0,7.0,"John F. Taylor, Saqib Akhter, Saqib F. Akhter","Arnold F. Whitman, Arnold Whitman, Bryan F. Wolfe, Darren F. Fultz, Jacqueline F. Morris, John Taylor, Michael F. Landerer, Russell F. Hirsch, Saqib Akhter, Taylor F. Whitman",56055561.0,43055571.0,Series C,2022-03-11,,,,,
POST ACUTE RECOVERY INC,Other Health Care,postacuterecovery.com,WHITE PLAINS,NY,10606,(914) 435-7600,,,Eric Frieman,"Jonathan Gordon, Jonathan Levy, Timothy Wentworth, Todd Kimmel",21497243.0,21497243.0,Series A,2022-12-05,,,,,
POST ALLORA BELLA PARTNERS LLC,Investing,,LOS ANGELES,CA,90048,(310) 788-3445,2024.0,1.0,Jason Post,,16802000.0,16802000.0,Series B,2024-03-14,,,,,
POST AZUR PARTNERS LLC,Investing,postazurpartners.com,Los Angeles,CA,90046,(310) 788-3445,2024.0,1.0,"Jason Post, LLC PREG Management, LLC Post Azur MM",,8209731.0,8209731.0,Series A,2025-01-31,,,,,
POST BELLAIRE PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2022.0,3.0,"Jason Post, PREG Management, LLC, Post Bellaire MM, LLC, Post Providence MM, LLC",,44566818.0,44566818.0,Series C,2022-10-11,,,,,
POST BRIDGEPOINT PARTNERS LLC,Investing,,Los Angeles,CA,90046,(310) 788-3445,2024.0,1.0,"Jason Post, LLC PREG Management, LLC Post Bridgepoint MM",,13724415.0,13724415.0,Series A,2024-10-01,,,,,
POST CI 1 LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2023.0,2.0,"Jason Post, PREG Management, LLC",,10207000.0,10207000.0,Series A,2023-07-03,,,,,
POST CI 2 LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2023.0,2.0,"Jason Post, PREG Management, LLC",,2785000.0,2785000.0,Seed,2023-08-31,,,,,
POST CI ARDENT LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2025.0,0.0,"Jason Post, LLC PREG MANAGEMENT,",,4147890.0,4147890.0,Seed,2025-07-08,,,,,
POST CI ROSEMONT LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2025.0,0.0,"Jason Post, LLC PREG MANAGEMENT",,3779256.0,3779256.0,Seed,2025-02-28,,,,,
POST CI SWEETWATER LLC,Investing,,Los Angeles,CA,90046,(310) 788-3445,2024.0,1.0,"Jason Post, LLC PREG Management",,5400515.0,5400515.0,Series A,2024-08-07,,,,,
POST CI SYDNEY PARTNERS LLC,Investing,,Los Angeles,CA,90046,(310) 788-3445,2024.0,1.0,"Jason Post, LLC PREG Management",,3400000.0,3400000.0,Seed,2024-11-26,,,,,
POST CI VIBE LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2025.0,0.0,"Jason Post, LLC PREG MANAGEMENT,",,3205310.0,3205310.0,Seed,2025-08-13,,,,,
POST COMMONS PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2022.0,3.0,"Jason Post, LLC POST COMMONS MMn, LLC POST OLYMPUS MM,, LLC PREG MANAGEMENT,",,,,,,,,,,
POST CYPRESS PARTNERS LLC,Investing,,Los Angeles,CA,90046,(310) 788-3445,2025.0,0.0,"Jason Post, LLC PREG Management, LLC Post Cypress MM",,3500000.0,3500000.0,Seed,2025-06-06,,,,,
POST DISCOVERY PARTNERS LLC,Investing,,Los Angeles,CA,90046,(310) 788-3445,2024.0,1.0,"Jason Post, PREG Management, LLC LLC",,25947500.0,25947500.0,Series B,2024-05-15,,,,,
POST ENCORE PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2022.0,3.0,"JASON POST, LLC POST ENCORE MM, LLC POST WATERMARK MM, LLC PREG MANANGEMENT",,29942500.0,29942500.0,Series B,2022-07-14,,,,,
POST FAIRWAYS PADDOCK PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2025.0,0.0,"Jason Post, LLC PREG Management, LLC Post Fairways Paddock MM",,9585000.0,9585000.0,Series A,2025-09-18,,,,,
POST FOSTER PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2025.0,0.0,"Jason Post, LLC PREG Management,, LLC Post Foster MM,",,7222123.0,7222123.0,Series A,2025-06-23,,,,,
POST H4 PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2022.0,3.0,"Jason Post, LLC PREG MANAGEMENT,",,1913500.0,1913500.0,Pre-Seed,2022-06-23,,,,,
POST HAMPTON PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2024.0,1.0,"Jason Post, LLC PREG MANAGEMENT, LLC Post Hampton MM",,18741976.0,9370988.0,Pre-Seed,2024-10-31,,,,,
POST HARBOR TERRACE PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2024.0,1.0,"Jason Post, LLC PREG Management, LLC Post Harbor Terrace MM",,8667500.0,8667500.0,Series A,2024-10-22,,,,,
POST ISLAND PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2022.0,3.0,"Jason Post, PREG Management LLC",,13948000.0,13948000.0,Series A,2022-08-24,,,,,
POST LINK PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-2445,2021.0,4.0,"Jason Post, LLC PREG Management, LLC Post Link MM",,19113500.0,19113500.0,Series B,2021-12-29,,,,,
POST MIDTOWN EQUITY AS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2022.0,3.0,"Jason Post, PREG Management, LLC",,9975000.0,9975000.0,Series A,2022-10-24,,,,,
POST MIDTOWN PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2022.0,3.0,"Jason Post, PREG Management, LLC, Post Midtown MM, LLC",,1525000.0,1525000.0,Pre-Seed,2022-10-24,,,,,
POST OAK FOREST PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2023.0,2.0,"Jason Post, PREG Management, LLC",,50164500.0,50164500.0,Series C,2023-03-31,,,,,
POST OAK HOSPITALITY GROUP LP,Other,,PEARLAND,TX,77584,(832) 230-8100,2018.0,7.0,Taseer A. Badar,,,,,,,,,,
POST SANDSTONE PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2022.0,3.0,"Jason Post, PREG Management, LLC, Post Sandstone MM, LLC",,9923125.0,9923125.0,Series A,2022-11-17,,,,,
POST SCRIPT MEDIA INC,Other,,Boston,MA,02109-5002,(603) 801-6741,2021.0,4.0,"Robert Clavenna, Stephen Lacey",Gabriel Kra,2000000.0,2000000.0,Pre-Seed,2022-02-23,,,,,
POST STELLA SIERRA PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2022.0,3.0,"Jason Post, LLC PREG Management,, LLC Post Stella Sierra MM,",,3215001.0,3215001.0,Seed,2022-02-18,,,,,
POST TX I PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2023.0,2.0,Jason Post,,26508525.0,26508525.0,Series B,2023-09-12,,,,,
POST VISTRIA AVENUES OF KENNESAW PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2025.0,0.0,"Jason Post, LLC PREG Management",,2729585.0,2729585.0,Seed,2025-03-26,,,,,
POST VISTRIA ORCHARD PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2025.0,0.0,"Jason Post, LLC PREG MANAGEMENT,",,1651088.0,1651088.0,Pre-Seed,2025-08-15,,,,,
POSTEA GROUP INC,Other Technology,,CAMBRIDGE,MA,2142,(617) 945-0117,,,"Desmond J. Goh, Elmar J. Toime, John J. Meagher, Michael J. Murphy","Mark J. Johnson, Jr., Wolfgang J. Baier",10000000.0,10000000.0,Series A,2015-02-24,,,,,
POSTERA INC,Biotechnology,postera.com,SAN FRANCISCO,CA,94111,(484) 571-8588,2019.0,6.0,"Aaron Morris, Alpha Lee, Matthew Robinson",,27530000.0,27530000.0,Series B,2021-12-31,,,,,
POSTEROS INC,Other Technology,posteros.ai,MARBLEHEAD,MA,1945,(203) 943-9268,2022.0,3.0,"Balaji Chellappa, Lawrence Egan",,1500000.0,1500000.0,Pre-Seed,2024-12-11,,,,,
POSTEVENT INC,Other Technology,postevent.com,SAN FRANCISCO,CA,94107,(650) 223-5755,2024.0,1.0,"Charles Deane, Yang Fan Yun",,6599999.0,2999999.0,Pre-Seed,2025-01-21,,,,,
POSTIE INC,Other,postie.com,LOS ANGELES,CA,90066,(310) 880-9993,2017.0,8.0,"David Fink, Jonathan Neddenriep",,3500000.0,3500000.0,Seed,2017-07-14,,,,,
POSTITPLAYIT INC,Other Technology,postitplayit.com,ADDISON,TX,75001,(214) 280-8214,2018.0,7.0,"Andrew Eckman, Charles Reinert",,1590645.0,1590645.0,Pre-Seed,2018-09-24,,,,,
POSTMATES INC,Other Technology,postmates.com,SAN FRANCISCO,CA,94107,(415) 939-0318,2011.0,14.0,Bastian Lehmann,"Lee Fixel, Nabeel Hyatt, Scott Banister, Sean Plaice",81250001.0,81250001.0,Series C,2015-06-12,,,,,
POSTPROCESS TECHNOLOGIES INC,Other Technology,,BUFFALO,NY,14214,(866) 430-5354,2017.0,8.0,"Daniel Hutchinson, James Kent, Jeff Mize, Jeffrey Mize","Charles E. Lannon, Dan E. DiPofi, Matthew A. Ray, Sam E. Heleba, Ulf Ivarrson, Usama A. Fayyad",72122027.0,17735527.0,Series B,2024-07-08,,,,,
POSY LLC,Other,posy.io,Los Angeles,CA,90036,(888) 690-7775,2014.0,11.0,Michael Lewis,,3000000.0,3000000.0,Pre-Seed,2018-05-10,,,,,
POTAMUS HOLDINGS LLC,Other Technology,potamus.ai,BOSTON,MA,2210,(617) 855-8722,2012.0,13.0,"Eric Pritchett, Kristin Linnell, Paul Govereau, Timothy J. McCooey","Cliff Friedman, Clifford J. Friedman, James J. Pallotta, Peter Monaco, Stuart D. Porter, Stuart Porter",52357967.0,22357967.0,Series A,2018-05-10,,,,,
POTATO DATA INC,Other Technology,potato-data.com,IRVINE,CA,92606,(713) 510-0430,2018.0,7.0,WEI HUANG,,,,,,,,,,
POTBOTICS INC,Other Technology,,PALO ALTO,CA,94303,(650) 837-0420,2014.0,11.0,"Boris Goldstein, Yuriy Y. Shirokikh",,3500000.0,3500000.0,Seed,2014-08-12,,,,,
POTENTIA WORKFORCE LLC,Business Services,potentiaworkforce.com,THE WOODLANDS,TX,77375,(713) 357-3312,2018.0,7.0,Jeffrey Nelson Miller,,1000000.0,1000000.0,Pre-Seed,2023-09-11,,,,,
POTENZA THERAPEUTICS INC,Pharmaceuticals,potenzatherapeutics.com,BOSTON,MA,2116,(617) 425-9215,2013.0,12.0,"Cynthia Seidel-Dugan, Daniel Hicklin, David Cordo, James Wescott, Reid Leonard","Arnold Oronsky, Luke Evnin, Phil Gutry, Sakae Asanuma, Shunichiro Matsumoto",43000000.0,5000000.0,Series A,2017-12-19,,,,,
POTKU LLC,Other,potku.com,NEW YORK,NY,10019,(212) 380-4306,2017.0,8.0,"Gerald Goehring, Michael F. Mitri",,,,,,,,,,
POTLIKKER CAPITAL INC,Investing,potlikkercapital.com,NEWFIELD,NY,14867,(800) 319-5660,2020.0,5.0,Mark Watson,,50000000.0,50000000.0,Series A,2022-12-21,,,,,
POTRERO MEDICAL INC,Biotechnology,potreromedical.com,Hayward,CA,94545,(888) 635-7280,2012.0,13.0,"Daniel Burnett, Joe H. Urban, Joe Urban, Rich Keenan, Sanjay Banerjee, Todd Dunn","Alan Chesler, Andrew Offer, Carter Meyer, Chad Zaring, Christopher Dewey, Colby Wood, Daniel Burnett, David Greenberg, Frederic H. Moll, George Rapier, Jay H. Watkins, Mark Goldwasser, Maurice Ferre, Ramachandra Reddy, Urban Joe",132582685.0,5500000.0,Seed,2025-08-28,,,,,
POTTER PARENT HOLDCO LLC,Other,,SAN FRANCISCO,CA,94111,(415) 217-7400,2017.0,8.0,"BERNARD J. LEARS, KELLY J. ROMANO, MARK J. LEVY, ROBERT E. GRADY, WES WILLIAM LUCAS","FELIX J. PARK, SOHRAB ROB SALEK",125599070.0,125599070.0,Series D+,2017-12-19,,,,,
POW AUDIO,Other Technology,,BOXFORD,MA,1921,(508) 395-5473,2017.0,8.0,"Glen V. Walter, James Pagos, James V. Pagos, John B Stone, John B. Stone, Michael V. Reilly",,6400000.0,2900000.0,Pre-Seed,2019-03-25,,,,,
POWELL MANSFIELD INC,Biotechnology,powellmansfield.com,SAN DIEGO,CA,92108,(619) 884-8049,,,Perry Mansfield,"Christopher Studer, Wayne Kay",1175000.0,1175000.0,Pre-Seed,2017-11-27,,,,,
POWER 1 ENERGY CO,Other Energy,,CHICAGO,IL,60654-5229,(312) 878-8569,,,"Edward Jenks, Katherine Widmar","Fred Bonewell, Richard Thum, Robert Seigler",3500000.0,3500000.0,Pre-Seed,2023-04-12,,,,,
POWER DESIGN HOLDINGS LLC,Other Technology,,DALLAS,TX,75201,(214) 220-4800,2014.0,11.0,"Jeff Baker, Joseph O'Neil, Ryan Shultz","Bill Nutter, Keith Schenk, Tuan Tran",41871706.0,29621706.0,Series B,2018-05-21,,,,,
POWER FUND HOLDINGS LLC,Other,,DORCHESTER,MA,2125,(617) 388-9015,2021.0,4.0,"CALEB DEROSIERS, MICHAEL P. MCNEIL, SEAN POWER, WILLIAM P. FORRY",,2000000.0,2000000.0,Pre-Seed,2022-11-09,,,,,
POWER IT PERFECT INC,Other Energy,,HURST,TX,76054,(719) 761-1869,2014.0,11.0,"Drew Thacker, George Critz III, John Lowther, Ken Napier",,,,,,,,,,
POWER LIFE SCIENCES INC,Other Health Care,,SAN FRANCISCO,CA,94107,(415) 316-2439,2021.0,4.0,"Brandon Li, Michael Gill",,18954927.0,12000000.0,Series A,2023-12-07,16.0,0.0,100.0,102512.5,"['Sr. Manager, Product Commercialization', 'Associate Systems Engineer']"
POWER ORBITAL INC,Manufacturing,powerorbital.com,REDONDO BEACH,CA,90277,(858) 652-8188,2018.0,7.0,Lenka Somolova,,7100000.0,7100000.0,Series A,2018-10-31,,,,,
POWER PLAYER INC,Computers,power-player.com,BUFFALO,NY,14207,(716) 572-7787,2014.0,11.0,"Brendan Staub, Dave Mason, Steven Kull","Joe Gannon, Kevin Krueger",,,,,,,,,
POWER PROBE TEK LLC,Other Technology,powerprobetek.com,BREA,CA,92821,(714) 990-9443,2015.0,10.0,"Jackie Ip, Jeff Whisenand, Manny Occiano",,6900000.0,6900000.0,Series A,2016-01-01,,,,,
POWER-SONIC HOLDINGS LLC,Other,power-sonic.com,SAN DIEGO,CA,92154,(619) 661-2020,2017.0,8.0,James Mannebach,,35425000.0,35425000.0,Series B,2017-11-21,,,,,
POWER8 TECH INC,Other,power8.com,LOS GATOS,CA,95032,(530) 632-0894,2022.0,3.0,"Chih Cheng Tai, Jui Chi Hsu, Lien Chun Ding",,5000060.0,5000060.0,Pre-Seed,2023-04-15,,,,,
POWERED VENTURES INC,Other Technology,powered.com,SAN FRANCISCO,CA,94114,(424) 317-7400,2018.0,7.0,"Brian Le, Jiahao Lin",Jenny Fleiss,13339142.0,13339142.0,Series A,2021-07-29,,,,,
POWERHIVE INC,Other Technology,powerhive.com,BERKELEY,CA,94710,(646) 675-4240,2011.0,14.0,"Christopher Hornor, Rik Wuts","Danny Kennedy, John Lefebvre, Kiyoshi Fukui, Louise Soubrier, Marc van Gerven, Max Gardner, Richard Romero, Tim Woodward",18779997.0,3000000.0,Pre-Seed,2022-03-23,,,,,
POWERHOUSE DYNAMICS INC,Energy Conservation,powerhousedynamics.com,NEWTON,MA,2458,(617) 340-6582,2010.0,15.0,Martin Flusberg,"Andree-Lise Methot, Bradford Higgins, Bruce Bedford, Gina Domanig, Michael Smith, Ron Rubbico, Ronald Rubicco, Scott Dupcak, Tim Curran, Zaid Ashai",29700000.0,4600000.0,Pre-Seed,2016-10-18,,,,,
POWERHOUSE HOLDING CORP,Other,powerhouse.com,BOSTON,MA,2115,(203) 992-1344,2016.0,9.0,"Frank J. Pados, Jr., James J. Monaco, James P. Monaco, James Roy, John J. O'Hayre, Joseph J. Tinney, Jr., Kenneth Roy, Jr., Michael J. Hompesch, Michael P. Hompesch, Michael P. Kmiec, Thomas J. Caracciolo, Todd J. Roy","Andrew J. Tatman, Andrew P. Tatman, Jason P. Ciavarro, John P. DiMarco, Jr., Todd P. Roy, Tyson J. Smith, Tyson P. Smith",45666100.0,8500000.0,Series A,2018-05-18,,,,,
POWERIT HOLDINGS INC,Other Technology,powerit.com,Seattle,WA,98104,(206) 467-3030,,,"Kevin Klustner, Leon Suh","Bernardo Llovera, Eric Emmons, Peter Mills, Rob Day",2000000.0,2000000.0,Pre-Seed,2014-04-08,,,,,
POWERLATTICE TECHNOLOGIES INC,Other Technology,,CAMAS,WA,98607-7475,(508) 308-6236,2023.0,2.0,"GANG GEN, GANG REN, PENG ZOU, SUJITH DERMAL","PAT GELSINGER, STEVE FU",30775000.0,25000000.0,Series B,2025-05-23,,,,,
POWERMAT PARTNERS LLC,Investing,powermat.com,NEW YORK,NY,10022,(212) 417-8210,2015.0,10.0,Mark Goldwasser,,10000000.0,10000000.0,Series A,2015-06-16,,,,,
POWERML INC,Other Technology,powerml.ai,PALO ALTO,CA,94306,(650) 272-4468,2022.0,3.0,"Gregory Diamos, Sharon Zhou",Michael Dauber,24970000.0,24970000.0,Series B,2024-03-13,4.0,0.0,100.0,141378.0,['Machine Learning Systems Engineer']
POWERONE CORP,Other Energy,powerone.ai,CHICAGO,IL,60654,(855) 711-7693,2012.0,13.0,"Dennis Locke, George Wahbeh, Jeffrey Moses, Rami Fawaz",,36000000.0,18000000.0,Pre-Seed,2014-04-01,,,,,
POWERREVIEWS INC,Other Technology,powerreviews.com,CHICAGO,IL,60602,(312) 447-6100,,,"Jillian Sheehan, Mark Dillon","Matt Moog, Paul Mariani, Peter Pederson, Ralph Terkowitz",7884666.0,7884666.0,Series A,2020-10-15,,,,,
POWERSCOUT INC,Other Technology,,PLEASANTON,CA,94566,(404) 668-2543,2015.0,10.0,"Attila Toth, Chris Bailey, Christopher Bailey","Kumar Dhuvur, Laszlo Bots",17837496.0,12837496.0,Series A,2018-12-03,,,,,
POWERSPIKE INC,Other,powerspike.com,BALLSTON SPA,NY,12020,(518) 681-6791,2018.0,7.0,Angelo Damiano,"Alex Tellez, Michael Gursha",1985000.0,1985000.0,Pre-Seed,2019-06-24,,,,,
POWERTOFLY INC,Other,powertofly.com,NEW YORK,NY,10003,(201) 374-0490,2014.0,11.0,"Katharine Zaleski, Milena Berry","Eric Chin, Gabby Contro, Katharine Zaleski, Nick Nocito",33499992.0,26999993.0,Series B,2022-05-31,,,,,
POWERVIA GROWTH & INCOME FUND I LLC,Investing,,HOUSTON,TX,77057,(281) 826-2570,2020.0,5.0,"Hinal Patel, Pritesh Shah, Ronak Patel",,,,,,,,,,
POWERVIA HORIZONS FUND I LLC,Investing,,HOUSTON,TX,77057,(281) 826-2570,2021.0,4.0,"Hinal Patel, Pritesh Shah, Ronak Patel",,,,,,,,,,
POWERVIA INNOVATIONS FUND I LLC,Investing,,HOUSTON,TX,77057,(281) 826-2570,2020.0,5.0,"Hinal Patel, Pritesh Shah, Ronak Patel",,,,,,,,,,
POWERVIA TECHNOLOGY FUND I A SERIES OF POWERVIA TECHNOLOGY VENTURES LLC A TX SERIES LLC,Investing,,HOUSTON,TX,77057,(281) 826-2570,2021.0,4.0,"Hinal Patel, Pritesh Shah, Ronak Patel",,,,,,,,,,
POWERVIA TECHNOLOGY FUND II A SERIES OF POWERVIA TECHNOLOGY VENTURES LLC A TX SERIES LLC,Investing,,HOUSTON,TX,77057,(281) 826-2570,2021.0,4.0,"Hinal Patel, Pritesh Shah, Ronak Patel",,,,,,,,,,
POWERVIA TECHNOLOGY VENTURES LLC,Investing,,HOUSTON,TX,77057,(281) 826-2570,2021.0,4.0,"Hinal Patel, Pritesh Shah, Ronak Patel",,,,,,,,,,
POWERVIA VENTURES LLC,Investing,powervia.com,HOUSTON,TX,77057,(281) 826-2570,2020.0,5.0,"Hinal Patel, Pritesh Shah, Ronak Patel",,,,,,,,,,
POWERVISION INC,Other Health Care,powervision.com,BELMONT,CA,94002,(650) 620-9948,,,"Barry Cheskin, Brian Flaherty, George Arieh Green, Henry Arieh Wu, S. Arieh Zak","Bryan Arieh Roberts, Drew Arieh Schiff, Lou Arieh Bock, Michael Arieh Carusi, Nathan Arieh Every, Renee Arieh Ryan",76000000.0,30000000.0,Seed,2014-01-22,,,,,
POWUR PBC,Other Energy,,DEL MAR,CA,92014,(480) 626-7056,,,"Dean Rosenberg, Jonathan Budd, Mike Lindmark","Bill Twist, Henrik Rosendahl, Paul Winnowski, Rick Hoskins",5000000.0,5000000.0,Seed,2021-08-13,,,,,
POWWOW ENERGY INC,Other Technology,powwowenergy.com,REDWOOD CITY,CA,94063,(415) 658-7125,2011.0,14.0,Olivier Jerphagnon,,1920279.0,1920279.0,Pre-Seed,2015-12-23,,,,,
POWWOW INC,Other,powwow.com,SAN FRANCISCO,CA,94122,(415) 515-4947,2012.0,13.0,"Andrew Cohen, Jonathan Kaplan, Kia Behnia","David Schwab, Julien Nguyen, Ken Berryman, Kia Behnia, Prabhu Goel",21941436.0,2250000.0,Pre-Seed,2017-10-31,,,,,
POZOTRON INC,Other Technology,pozotron.com,KIRKLAND,WA,98033,(734) 516-2404,2017.0,8.0,Jakub Poznanski,,1000000.0,1000000.0,Pre-Seed,2017-12-10,,,,,
PPC DISKOVER LLC,Other Technology,,HOUSTON,TX,77098,(713) 599-9921,2025.0,0.0,Drew Carden,"Jackson Fluor, Jason Kranitz",5000000.0,5000000.0,Series A,2025-04-22,,,,,
PPGE HEALTHCARE LP,Other Health Care,,SUGAR LAND,TX,77478,(954) 802-1197,2023.0,2.0,"Christopher Chambers, Durwesh Khalfe, Leighton Chang, Thomas Deon Warner, Zameer Upadhya",,5000000.0,5000000.0,Pre-Seed,2023-04-10,,,,,
PPI HOLDING COMPANY LLC,Other Technology,,MARLBOROUGH,MA,1752,(508) 251-8804,2014.0,11.0,"James Fitzgerald, Richard Fitzpatrick","Edward J Kenty, Richard J Williams, Thomas J Reardon",13000000.0,13000000.0,Series A,2014-04-30,,,,,
PPT HOLDINGS I LLC,Other,,CHICAGO,IL,60654,(312) 382-2200,2015.0,10.0,"Anthony N. Tricarichi, Christopher Adams, Elizabeth N. Dellinger","David A. Donnini, Edward A. Kenty, J. Ryan Carroll, Michael W. Choe, Pedro N. Vaz, William A. Berutti",4635000.0,4635000.0,Seed,2019-12-31,,,,,
PQ BYPASS INC,Other,pqbypass.com,Sunnyvale,CA,94086,(650) 962-4560,2009.0,16.0,"James Joye, Peter Wehrly, Richard Ferrari, Richard Lotti","Avi Kometz, Chris Owens, Daniel O'Mahony, David Neustaedter, James Joye, Kenneth Hayes, Richard Ferrari, Stan Rowe, Steven Hochberg",109348560.0,75248679.0,Series B,2018-12-20,,,,,
PQ SOLUTIONS COMPANY INC,Other Technology,,IRVINE,CA,92618,(949) 529-5518,2014.0,11.0,"Francois Huynh, Quan Nguyen",Julie Chau,1998000.0,1998000.0,Pre-Seed,2014-11-12,,,,,
PR 215 LLC,Investing,,CHICAGO,IL,60654,(561) 414-8216,2015.0,10.0,Peer Realty LLC Peer Realty LLC,,1800000.0,1800000.0,Pre-Seed,2015-08-05,,,,,
PR DEV LLC,Other,prdev.com,NEW YORK,NY,10019,(212) 307-0800,2023.0,2.0,Orin Wolf,,2000000.0,2000000.0,Pre-Seed,2023-10-02,,,,,
PR MUSICAL LLC,Other,prmusical.com,NEW YORK,NY,10019,(212) 307-0800,,,Orin Wolf,,,,,,,,,,
PRACTICALLY GREEN INC,Other,practically-green.com,BOSTON,MA,2111,(617) 531-8970,2010.0,15.0,Susan Hunt Stevens,"Anton Hunt Szpitalak, Janet Hunt Kraus, John Hunt Landry, William Hunt Wiehl",3000000.0,3000000.0,Seed,2012-10-22,,,,,
PRACTICE FUSION INC,Other Health Care,practicefusion.com,SAN FRANCISCO,CA,94103,(415) 346-7700,,,"Robert Park, Ryan Howard","Beth Seidenberg, Cora Tellez, Michael Harden",4596386.0,2500000.0,Seed,2014-10-06,,,,,
PRACTICE XYZ INC,Other Technology,,SAN FRANCISCO,CA,94105,(415) 570-9321,2015.0,10.0,"Freedman Paul, Jason Sanders","Emily Foote, Isaac Chalal, Joshua Cohen, Nick Hammerschlag",6645485.0,6645485.0,Series A,2016-06-01,,,,,
PRACTICINGEXCELLENCECOM INC,Other Health Care,,SAN DIEGO,CA,92127,(619) 272-2162,2012.0,13.0,"Stephen Beeson, Tim Sweeney","Carlisle Lewis, III, Steven Jackson, Tim Tompkins",1300000.0,1300000.0,Pre-Seed,2017-08-10,,,,,
PRACTIVATED INC,Other Technology,practivated.com,BERKELEY,CA,94702,(617) 447-1112,2025.0,0.0,Mallory Erickson,,1500000.0,1500000.0,Pre-Seed,2025-02-21,,,,,
PRADUX INC,Other Technology,,NEW YORK,NY,10016,(516) 316-7882,2012.0,13.0,Alexander Victor Koblenz,,1000000.0,1000000.0,Pre-Seed,2012-02-16,,,,,
PRAESIDIA BIOTHERAPEUTICS INC,Biotechnology,,ARLINGTON,MA,2476,(617) 977-5445,2021.0,4.0,"Pradip Majumder, Sohang Chatterjee","John Ripple, Martin Lehr, Shawn Titcomb",40000000.0,15000000.0,Series A,2024-03-25,,,,,
PRAESIDIO INC,Business Services,praesidio.com,DEL MAR,CA,92014,(858) 228-1903,2014.0,11.0,,Jeffrey Lunsford,5300000.0,5300000.0,Pre-Seed,2014-12-01,,,,,
PRAESIDIUM HOLDINGS INC,Other,,MARINA DEL REY,CA,90292,(424) 400-7444,2024.0,1.0,"Jeffrey R. Dorman, Jeremy R. Steinberg, Philip R. Liu",Andrew R. Tavakoli,,,,,,,,,
