onet_soc_code,bls_soc_code,title,description,job_zone,alternate_title_count,alternate_titles_sample,oews_year,employment,annual_mean_wage,annual_median_wage,hourly_mean_wage,hourly_median_wage,employment_prse,ability_originality_lv,ability_problem_sensitivity_lv,ability_deductive_reasoning_lv,ability_inductive_reasoning_lv,ability_selective_attention_lv,ability_oral_comprehension_lv,skill_programming_lv,skill_critical_thinking_lv,skill_judgment_decision_making_lv,skill_complex_problem_solving_lv,skill_systems_analysis_lv,skill_systems_evaluation_lv,skill_social_perceptiveness_lv,skill_active_listening_lv,skill_persuasion_lv,skill_instructing_lv,skill_service_orientation_lv,cognitive_pivot_score
51-6091.00,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","Set up, operate, or tend machines that extrude and form continuous filaments from synthetic materials, such as liquid polymer, rayon, and fiberglass.",2,29,Beamer Operator; Beaming Machine Operator; Blown Film Extrusion Operator; Box Spinner; Drawbench Operator; Extruder; Extruder Operator; Extrusion Line Operator,2024,14900.0,47420.0,44980.0,22.8,21.63,4.9,2.12,3.12,3.12,3.0,3.5,3.5,0.25,3.0,2.88,2.75,1.75,2.0,2.62,3.0,2.12,2.38,2.12,2.638
51-6092.00,51-6092,Fabric and Apparel Patternmakers,Draw and construct sets of precision master fabric patterns or layouts. May also mark and cut fabrics and apparel.,3,34,Apparel Patternmaker; Clothing Pattern Preparer; Clothing Patternmaker; Computer Patternmaker; Cutter; Designer; Draper; Embroidery Operator,2024,2860.0,71630.0,67670.0,34.44,32.54,8.1,3.88,3.38,3.62,3.25,3.12,3.62,1.25,3.38,3.0,3.0,2.75,2.38,2.88,3.38,2.62,3.0,2.75,3.182
51-6093.00,51-6093,Upholsterers,"Make, repair, or replace upholstery for household furniture or transportation vehicles.",2,44,Aircraft Seat Upholsterer; Arm Maker; Arm Rest Builder; Automobile Upholsterer (Auto Upholsterer); Automotive Upholsterer; Body Trimmer Upholsterer; Box Spring Upholsterer; Car Seat Coverer,2024,20990.0,46960.0,46190.0,22.58,22.21,2.9,3.0,3.0,3.0,2.88,3.0,3.0,0.0,3.12,2.88,3.0,2.0,2.0,2.5,3.0,2.5,2.62,2.88,2.764
51-6099.00,51-6099,"Textile, Apparel, and Furnishings Workers, All Other","All textile, apparel, and furnishings workers not listed separately.",,587,Airplane Cover Maker; Airplane Coverer; Apparel Embroidery Digitizer; Attenuator; Awning Maker; Batcher; Batt Machine Operator; Battery Filler,2024,14450.0,40410.0,37010.0,19.43,17.79,4.3,,,,,,,,,,,,,,,,,,
51-7011.00,51-7011,Cabinetmakers and Bench Carpenters,"Cut, shape, and assemble wooden articles or set up and operate a variety of woodworking machines, such as power saws, jointers, and mortisers to surface, cut, or shape lumber or to fabricate parts for wood products.",2,56,Accordion Maker; Antique Furniture Repairer; Antique Repairer; Boat Oar Maker; Bow Maker; Cabinet Assembler; Cabinet Builder; Cabinet Designer,2024,79540.0,47460.0,46020.0,22.82,22.12,1.7,2.75,2.88,2.88,2.88,3.12,3.38,0.75,3.0,2.88,2.75,2.0,2.0,2.38,2.5,2.25,2.25,2.0,2.669
51-7021.00,51-7021,Furniture Finishers,"Shape, finish, and refinish damaged, worn, or used furniture or new high-grade furniture to specified color or finish.",2,49,Antique Finisher; Antique Refinisher; Antiquer; Cabinet Finisher; Caner; Chair Finisher; Finish Patcher; Finish Repair Worker,2024,14230.0,44310.0,42530.0,21.31,20.45,3.7,2.88,2.88,3.0,3.0,3.12,3.12,0.12,3.12,2.75,2.75,2.0,2.0,2.62,3.0,2.0,2.62,2.62,2.709
51-7031.00,51-7031,"Model Makers, Wood",Construct full-size and scale wooden precision models of products. Includes wood jig builders and loft workers.,3,30,Aircraft Model Maker; Architectural Wood Model Maker; Builder; Building Craftsman; Craftsman; Jig Builder; Jig Maker; Last Model Maker,2024,360.0,59780.0,51850.0,28.74,24.93,12.5,3.0,3.0,3.0,3.0,3.25,3.62,0.0,3.0,2.75,2.88,2.12,1.75,2.38,2.88,2.0,2.0,2.25,2.722
51-7032.00,51-7032,"Patternmakers, Wood","Plan, lay out, and construct wooden unit or sectional patterns used in forming sand molds for castings.",3,14,Forms Builder; Mold Forms Builder; Mold Maker; Pattern Engineer; Pattern Maker; Pattern Worker; Patternmaker; Production Patternmaker,2024,180.0,57920.0,52520.0,27.84,25.25,22.4,2.5,3.0,3.0,3.0,3.12,3.62,0.62,3.12,2.88,3.0,2.12,2.0,2.62,3.0,1.75,2.12,1.88,2.736
51-7041.00,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood","Set up, operate, or tend wood sawing machines. May operate computer numerically controlled (CNC) equipment. Includes lead sawyers.",2,187,Automatic Bandsaw Tender; Automatic Edger; Automatic Log Cut-Off Sawyer; Backup Sawyer; Band Saw Operator; Band Saw Runner; Band Sawyer; Band Scroll Saw Operator,2024,43140.0,42390.0,39950.0,20.38,19.21,1.8,1.75,2.88,2.75,2.88,3.12,3.0,0.12,2.75,2.38,2.25,1.75,1.5,2.25,2.5,1.62,2.12,1.62,2.321
51-7042.00,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","Set up, operate, or tend woodworking machines, such as drill presses, lathes, shapers, routers, sanders, planers, and wood nailing machines. May operate computer numerically controlled (CNC) equipment.",2,286,Adzing and Boring Machine Operator; Artificial Log Machine Operator; Automatic Clipper; Automatic Nailing Machine Operator; Automatic Profile Shaper Operator; Balloon Sander; Band Nailer; Bander,2024,63350.0,42290.0,40440.0,20.33,19.44,2.3,2.0,2.88,2.88,2.75,3.62,3.5,1.12,2.88,2.12,2.5,0.88,1.62,2.0,2.75,1.75,1.75,1.38,2.279
51-7099.00,51-7099,"Woodworkers, All Other",All woodworkers not listed separately.,,41,Accordion Maker; Airplane Woodworker; Belly Builder; Boat Oar Maker; Dry House Attendant; Dyer; Furniture Reproducer; Gun Stock Checker,2024,6590.0,43730.0,41220.0,21.03,19.82,6.5,,,,,,,,,,,,,,,,,,
51-8011.00,51-8011,Nuclear Power Reactor Operators,"Operate or control nuclear reactors. Move control rods, start and stop equipment, monitor and adjust controls, and record data in logs. Implement emergency procedures when needed. May respond to abnormalities, determine cause, and recommend corrective action.",3,20,Control Operator; Control Room Agent; Control Room Officer; Control Room Operator; Licensed Nuclear Control Room Operator; Licensed Reactor Operator; Nuclear Control Operator; Nuclear Control Room Non-Licensed Operator,2024,5720.0,122830.0,122610.0,59.05,58.95,1.0,3.0,4.12,3.88,3.88,3.38,4.0,1.25,4.0,3.38,3.25,3.0,2.88,3.12,3.88,2.88,3.0,2.88,3.488
51-8012.00,51-8012,Power Distributors and Dispatchers,"Coordinate, regulate, or distribute electricity or steam.",3,38,Auxiliary Operator; Board Operator; Control Area Operator; Control Board Operator; Control Operator; Control Room Operator; Dispatcher; Distribution A Class Lineman,2024,9180.0,109620.0,107240.0,52.7,51.56,4.7,2.75,4.0,3.88,3.88,3.0,4.0,0.38,3.75,3.25,3.25,2.88,2.88,2.62,3.62,2.62,2.88,2.88,3.391
51-8013.00,51-8013,Power Plant Operators,"Control, operate, or maintain machinery to generate electric power. Includes auxiliary equipment operators.",2,81,Asphalt Plant Operator; Auxiliary Equipment Tender; Auxiliary Operator; Auxiliary Power Equipment Operator; Batch Plant Operator; Booster Operator; Booster Plant Operator; Booster Pump Operator,2024,30720.0,95990.0,99670.0,46.15,47.92,2.1,2.75,3.88,3.62,3.25,3.62,3.88,0.88,3.75,3.12,3.0,2.5,2.25,2.88,3.12,2.12,2.5,2.62,3.124
51-8013.03,51-8013,Biomass Plant Technicians,Control and monitor biomass plant activities and perform maintenance as needed.,2,16,Auxiliary Operator; Biomass Boiler Operator; Biomass Plant Operator; Biomass Plant Technician; Central Heating Plant Operator; Centrifugal Chiller Technician; Chiller Operator; Chiller Technician,2024,30720.0,95990.0,99670.0,46.15,47.92,2.1,2.12,3.25,3.12,3.12,3.38,3.62,0.75,3.12,3.0,3.0,2.75,2.25,2.88,3.0,2.5,2.75,2.88,2.859
51-8013.04,51-8013,Hydroelectric Plant Technicians,"Monitor and control activities associated with hydropower generation. Operate plant equipment, such as turbines, pumps, valves, gates, fans, electric control boards, and battery banks. Monitor equipment operation and performance and make necessary adjustments to ensure optimal performance. Perform equipment maintenance and repair as necessary.",3,26,Communications and Instrumentation Mechanic (C and I Mechanic); Hydro Mechanic; Hydro Operator; Hydro Plant Technician (Hydro Plant Tech); Hydro Technician (Hydro Tech); Hydroelectric Machinery Mechanic; Hydroelectric Mechanic; Hydroelectric Operations and Maintenance Technician (Hydro O and M Technician),2024,30720.0,95990.0,99670.0,46.15,47.92,2.1,2.88,4.12,3.62,3.5,3.5,4.0,1.25,3.12,3.0,3.0,2.88,2.88,2.75,3.12,2.5,2.62,2.25,3.222
51-8021.00,51-8021,Stationary Engineers and Boiler Operators,"Operate or maintain stationary engines, boilers, or other mechanical equipment to provide utilities for buildings or industrial processes. Operate equipment such as steam engines, generators, motors, turbines, and steam boilers.",3,76,Air Compressor Engineer; Air Compressor Operator; Air Conditioning Engineer (AC Engineer); Air Plant Engineer; Auxiliary Operator; Blowing Engineer; Boiler Engineer; Boiler Fireman,2024,30780.0,79710.0,75190.0,38.32,36.15,1.9,2.25,3.38,3.12,3.12,3.25,3.62,0.38,3.12,3.0,3.12,3.12,3.12,2.25,3.12,2.0,2.88,2.0,3.039
51-8031.00,51-8031,Water and Wastewater Treatment Plant and System Operators,"Operate or control an entire process or system of machines, often through the use of control boards, to transfer or treat water or wastewater.",2,58,Basin Tender; Biosolids Management Technician (Biosolids Management Tech); Clarifying Plant Operator; Disposal Operator; Disposal Plant Operator; Drinking Water Technician (Drinking Water Tech); Filter Tender; Filterer,2024,126750.0,60620.0,58260.0,29.15,28.01,1.1,2.38,3.75,3.0,3.0,3.0,3.88,0.62,3.0,3.0,3.0,2.88,3.0,2.75,3.0,2.0,2.88,2.12,3.001
51-8091.00,51-8091,Chemical Plant and System Operators,Control or operate entire chemical processes or system of machines.,2,37,Ammonia Still Operator; Ammonia Technician; Badger Distiller Operator; Bucket Wash Operator; Chemical Operator; Chemical Plant Operator; Chemical Process Operator; Chemical Production Operator,2024,17840.0,76290.0,73540.0,36.68,35.35,3.7,2.12,3.75,3.75,3.62,3.75,3.75,1.0,3.75,3.0,3.12,2.5,2.75,2.62,3.75,2.12,2.62,2.12,3.151
51-8092.00,51-8092,Gas Plant Operators,Distribute or process gas for utility companies and others by controlling compressors to maintain specified pressures on main pipelines.,2,45,Bulk Gas Specialist; Compressor Technician (Compressor Tech); Engine Room Operator; Field Gauger; Field Technician (Field Tech); Fuel Attendant; Gas Controller; Gas Dispatcher,2024,15910.0,85470.0,83400.0,41.09,40.1,3.4,2.75,3.75,3.5,3.25,3.38,3.75,0.75,3.25,3.0,3.0,2.75,2.5,3.0,3.0,2.62,2.75,2.12,3.083
51-8093.00,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers","Operate or control petroleum refining or processing units. May specialize in controlling manifold and pumping systems, gauging or testing oil in storage tanks, or regulating the flow of oil into pipelines.",2,46,Absorption Plant Operator; Board Operator; Control Board Operator; Control Operator; Control Panel Operator; Control Panel Technician (Control Panel Tech); Crude Unit Operator; Dock Operator,2024,34860.0,90970.0,97540.0,43.74,46.9,3.7,2.38,3.62,3.75,3.5,3.62,3.75,1.0,3.5,3.0,3.0,2.75,2.62,2.88,3.0,2.38,2.88,2.12,3.124
51-8099.00,51-8099,"Plant and System Operators, All Other",All plant and system operators not listed separately.,,29,Asphalt Plant Operator; Batch and Furnace Operator; Batch Plant Operator; Batcher Operator; Bulk Plant Operator; Cement Boat and Barge Loader; Charge Machine Operator; Chief Lock Tender Operator,2024,15950.0,64490.0,61710.0,31.0,29.67,4.9,,,,,,,,,,,,,,,,,,
51-8099.01,51-8099,Biofuels Processing Technicians,"Calculate, measure, load, mix, and process refined feedstock with additives in fermentation or reaction process vessels and monitor production process. Perform, and keep records of, plant maintenance, repairs, and safety inspections.",2,17,Biodiesel Process Control Technician; Biodiesel Processing Technician; Biodiesel Production Associate; Biodiesel Production Technician; Biofuels Data Scientist; Biofuels Processing Technician; Biofuels Production Associate; Biofuels Production Technician,2024,15950.0,64490.0,61710.0,31.0,29.67,4.9,2.75,3.38,3.12,3.12,3.62,3.62,1.0,3.12,3.25,3.0,2.88,2.75,3.12,3.38,2.5,3.0,2.75,3.041
51-9011.00,51-9011,Chemical Equipment Operators and Tenders,"Operate or tend equipment to control chemical changes or reactions in the processing of industrial or consumer products. Equipment used includes devulcanizers, steam-jacketed kettles, and reactor vessels.",2,141,Acetone Recovery Worker; Acetylene Plant Operator; Acid Bleacher; Acid Cleaner; Acid Concentrator; Acid Condenser; Acid Extractor; Acid Maker,2024,127410.0,59800.0,57090.0,28.75,27.45,1.6,2.25,3.88,3.12,3.12,3.5,4.0,0.62,3.12,3.0,2.88,2.62,2.5,2.62,3.12,1.88,2.62,2.25,2.943
51-9012.00,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Set up, operate, or tend continuous flow or vat-type equipment; filter presses; shaker screens; centrifuges; condenser tubes; precipitating, fermenting, or evaporating tanks; scrubbing towers; or batch stills. These machines extract, sort, or separate liquids, gases, or solids from other materials to recover a refined product. Includes dairy processing equipment operators.",2,382,Absorber Operator; Absorption Operator; Acetone Recovery Worker; Acetylene Plant Operator; Acid Extractor; Acid Purifier; Almond Blancher Operator; Almond Huller,2024,54200.0,53830.0,49500.0,25.88,23.8,2.5,2.12,3.25,3.0,3.0,3.0,3.5,0.75,3.0,2.75,2.88,2.5,2.12,2.62,3.0,2.12,2.62,2.12,2.736
51-9021.00,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Set up, operate, or tend machines to crush, grind, or polish materials, such as coal, glass, grain, stone, food, or rubber.",2,284,Abrasive Grinder; Air Bag Buffer; Air Chipper; Automatic Blocker; Automatic Buffer; Automatic Corn Grinder Operator; Automatic Grinding Machine Operator; Automatic Pattern Edger,2024,28550.0,49400.0,46890.0,23.75,22.54,3.3,1.75,3.0,3.0,3.0,3.12,3.0,0.25,3.0,2.88,2.75,2.5,2.5,2.75,3.0,2.5,2.88,2.0,2.709
51-9022.00,51-9022,"Grinding and Polishing Workers, Hand","Grind, sand, or polish, using hand tools or hand-held power tools, a variety of metal, wood, stone, clay, plastic, or glass objects. Includes chippers, buffers, and finishers.",2,93,Aircraft Skin Burnisher; Balance Wheel Arm Burnisher; Balance Wheel Hand Filer; Barrel Finisher; Beveler; Bit Shaver; Buffer; Burrer,2024,11850.0,43550.0,41690.0,20.94,20.04,4.4,2.0,2.88,2.62,2.62,2.88,3.12,0.25,2.62,2.38,2.5,2.0,2.12,2.25,2.75,2.25,2.12,2.12,2.416
51-9023.00,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders","Set up, operate, or tend machines to mix or blend materials, such as chemicals, tobacco, liquids, color pigments, or explosive ingredients.",2,326,Abrasive Mixer; Acetylene Cylinder Packing Mixer; Acid Adjuster; Acid Blower; Acid Mixer; Ammonia Worker; Asphalt Blender; Asphalt Mixer,2024,100840.0,49990.0,47680.0,24.04,22.92,1.6,2.0,3.12,3.12,3.0,3.12,3.38,0.38,2.88,2.62,2.38,2.25,2.0,2.62,2.88,1.75,2.25,2.0,2.597
51-9031.00,51-9031,"Cutters and Trimmers, Hand","Use hand tools or hand-held power tools to cut and trim a variety of manufactured items, such as carpet, fabric, stone, glass, or rubber.",2,114,Aluminum Sheet Cutter; Basting Puller; Belt Splicer; Bright Cutter; Bucker; Buttoner; Buttonhole Maker; Buttonhole Marker,2024,7070.0,41960.0,38800.0,20.17,18.65,4.8,1.75,2.62,2.62,2.62,3.0,3.12,0.0,2.12,2.5,2.12,1.25,1.25,2.75,2.88,2.0,2.0,2.12,2.094
51-9032.00,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders","Set up, operate, or tend machines that cut or slice materials, such as glass, stone, cork, rubber, tobacco, food, paper, or insulating material.",2,352,Abrasive Sawyer; Almond Cutting Machine Tender; Angle Shearer; Apple Peeler Operator; Applique Cutter; Arch Cushion Skiving Machine Operator; Automatic Glass Cutting Machine Operator; Automatic Outsole Cutter,2024,47540.0,46420.0,45700.0,22.32,21.97,2.0,2.0,2.88,2.88,2.88,3.25,3.25,1.0,2.88,2.62,2.75,2.12,2.0,2.5,2.75,1.62,2.12,1.75,2.557
51-9041.00,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Set up, operate, or tend machines, such as glass-forming machines, plodder machines, and tuber machines, to shape and form products such as glassware, food, rubber, soap, brick, tile, clay, wax, tobacco, or cosmetics.",2,276,Abrasive Wheel Molder; Air Bag Curer; Alfalfa Dehydrator Operator; Arch Cushion Press Operator; Artificial Log Machine Operator; Auger Press Operator; Automatic Lump Making Machine Tender; Bag Bailer,2024,57310.0,47040.0,45130.0,22.62,21.7,2.1,2.0,2.88,2.88,2.88,3.38,3.12,0.25,2.75,2.25,2.75,2.12,1.62,2.12,2.75,1.75,2.38,1.75,2.459
51-9051.00,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Operate or tend heating equipment other than basic metal, plastic, or food processing equipment. Includes activities such as annealing glass, drying lumber, curing rubber, removing moisture from materials, or boiling soap.",2,206,Ager Operator; Annealer; Annealing Operator; Autoclave Operator; Automated Process Operator; Back Tender; Backing-in Machine Tender; Ballman,2024,16160.0,49250.0,47010.0,23.68,22.6,4.1,1.12,3.12,2.88,2.88,3.25,3.62,0.25,3.0,2.12,2.62,1.25,1.25,2.12,3.12,1.5,2.12,1.75,2.249
51-9061.00,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",2,940,Abrasive Grader; Acid Tester; Air Box Tester; Air Conditioning Unit Tester (AC Unit Tester); Air Sampler; Air Value Tester; Aircraft Instrument Tester; Aircraft Launching and Arresting Systems Inspector,2024,591180.0,51670.0,47460.0,24.84,22.82,0.7,2.0,3.12,3.0,3.0,3.0,3.5,0.62,3.25,2.75,2.75,2.0,2.12,2.25,3.12,2.25,2.12,2.0,2.666
51-9071.00,51-9071,Jewelers and Precious Stone and Metal Workers,"Design, fabricate, adjust, repair, or appraise jewelry, gold, silver, other precious metals, or gems.",3,91,Antique Jewelry Repairer; Appraisal Technician (Appraisal Tech); Appraiser; Arborer; Artisan Jeweler; Artist; Bead Maker; Bench Jeweler,2024,23420.0,55030.0,49140.0,26.46,23.63,4.0,3.25,3.0,3.0,3.0,3.0,3.38,0.38,3.5,3.0,2.5,1.75,1.75,2.88,2.88,2.25,2.5,2.75,2.75
51-9071.06,51-9071,Gem and Diamond Workers,"Fabricate, finish, or evaluate the quality of gems and diamonds used in jewelry or industrial tools.",3,45,Brilliandeer; Brilliandeer Lopper; Clarity Expert; Diamond Assorter; Diamond Cleaner; Diamond Cleaver; Diamond Cutter; Diamond Die Driller,2024,23420.0,55030.0,49140.0,26.46,23.63,4.0,2.75,2.88,3.12,3.12,2.62,3.62,0.0,3.12,3.25,2.62,1.5,1.5,2.62,3.0,2.88,1.75,3.0,2.651
51-9081.00,51-9081,Dental Laboratory Technicians,Construct and repair full or partial dentures or dental appliances.,2,41,Bridge Technician; CAD Tech (Computer-Aided Design Technician); CAM Tech (Computer-Aided Manufacturing Technician); Ceramist; Certified Dental Technologist (CDT); Crown and Bridge Dental Laboratory Technician (Crown and Bridge Dental Lab Tech); Crown and Bridge Technician (Crown and Bridge Tech); Crown Ceramist,2024,33920.0,54060.0,48310.0,25.99,23.23,2.0,2.75,3.0,2.88,2.88,3.25,3.88,0.38,3.38,2.75,2.88,2.12,2.12,2.5,2.88,2.25,2.88,2.25,2.751
51-9082.00,51-9082,Medical Appliance Technicians,"Construct, maintain, or repair medical supportive devices such as braces, orthotics and prosthetic devices, joints, arch supports, and other surgical and medical appliances.",3,41,Arch Support Maker; Arch Support Technician; Arch-Support Maker; Artificial Eye Maker; Artificial Limb Maker; Artificial Plastic Eye Maker; Brace Maker; Certified Pedorthotist,2024,11490.0,51410.0,47060.0,24.72,22.63,6.7,3.0,3.62,3.62,3.12,2.88,3.88,0.38,3.5,3.12,3.0,3.0,2.5,3.0,3.62,2.38,3.12,3.0,3.164
51-9083.00,51-9083,Ophthalmic Laboratory Technicians,"Cut, grind, and polish eyeglasses, contact lenses, or other precision optical elements. Assemble and mount lenses into frames or process other optical elements. Includes precision lens polishers or grinders, centerer-edgers, and lens mounters.",2,78,Artificial Glass Eye Maker; Artificial Plastic Eye Maker; Bench Hand; Benchroom Shop Optician; Bevel Polisher; Beveler; Contact Lens Blocker; Contact Lens Blocker and Cutter,2024,18740.0,41760.0,38420.0,20.08,18.47,4.8,1.88,3.0,3.0,2.5,3.12,3.62,0.75,2.88,2.62,2.5,2.0,1.62,2.5,2.88,2.0,2.25,2.62,2.444
51-9111.00,51-9111,Packaging and Filling Machine Operators and Tenders,Operate or tend machines to prepare industrial or consumer products for storage or shipment. Includes cannery workers who pack food products.,2,203,Ampoule Filler; Ampoule Sealer; Apple Press Operator; Assembly Line Worker; Assembly Person; Assembly Worker; Auto Roller; Automatic Cigar Wrapper Tender,2024,383860.0,43630.0,40900.0,20.98,19.67,0.8,2.25,2.88,2.88,2.75,3.0,3.0,0.12,2.25,2.12,2.12,2.0,2.0,2.62,2.75,2.12,2.25,2.12,2.361
51-9123.00,51-9123,"Painting, Coating, and Decorating Workers","Paint, coat, or decorate articles, such as furniture, glass, plateware, pottery, jewelry, toys, books, or leather.",2,188,Air Brush Decorator; Air Brush Operator; Airbrush Painter; Art Gilder; Auto Body Painter (Automotive Body Painter); Babbitter; Bake Off Decorator; Bakery Decorator,2024,8470.0,44130.0,40860.0,21.22,19.64,4.7,2.0,2.62,2.75,2.75,2.12,3.0,0.0,2.62,2.25,2.0,1.12,1.12,2.75,2.25,2.0,1.75,2.12,2.137
51-9124.00,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Set up, operate, or tend spraying or rolling machines to coat or paint any of a wide variety of products, including glassware, cloth, ceramics, metal, plastic, paper, or wood, with lacquer, silver, copper, rubber, varnish, glaze, enamel, oil, or rust-proofing materials. Includes painters of transportation vehicles such as painters in auto body repair facilities.",2,172,Abrasive Coating Machine Operator; Abrasive Coating Machine Setup Operator; Air Drier; Air Drier Machine Operator; Aircraft Painter; Auto Body Painter (Automotive Body Painter); Auto Painter (Automobile Painter); Auto Refinisher (Automobile Refinisher),2024,159500.0,51610.0,47590.0,24.81,22.88,1.1,2.0,2.75,2.75,2.75,3.0,3.0,0.38,2.88,2.25,2.62,2.0,2.0,2.38,2.25,1.75,2.0,2.0,2.444
51-9141.00,51-9141,Semiconductor Processing Technicians,"Perform any or all of the following functions in the manufacture of electronic semiconductors: load semiconductor material into furnace; saw formed ingots into segments; load individual segment into crystal growing chamber and monitor controls; locate crystal axis in ingot using x-ray equipment and saw ingots into wafers; and clean, polish, and load wafers into series of special purpose furnaces, chemical baths, and equipment used to form circuitry and change conductive properties.",2,62,Charge Preparation Technician; Chemical Etch Operator; Circuit Recorder; Crystal Cutter; Crystal Finisher; Crystal Grower; Crystal Growing Technician; Crystal Lapper,2024,32150.0,59640.0,51180.0,28.68,24.6,1.6,2.13,3.0,3.13,3.0,3.0,3.38,0.75,2.88,2.88,2.75,1.88,1.38,2.75,2.88,2.12,2.25,2.0,2.559
51-9151.00,51-9151,Photographic Process Workers and Processing Machine Operators,Perform work involved in developing and processing photographic images from film or digital media. May perform precision tasks such as editing photographic negatives and prints.,2,129,Air Brush Artist; Airbrush Artist; Art Tracer; Automatic Developer; Automatic Mounter; Automatic Print Developer; Black and White Printer Operator; Color Laboratory Technician,2024,5550.0,46050.0,40100.0,22.14,19.28,6.1,2.75,3.12,3.12,3.12,3.12,3.38,1.62,3.12,2.75,2.75,2.75,2.75,3.0,3.38,2.75,2.75,3.0,2.914
51-9161.00,51-9161,Computer Numerically Controlled Tool Operators,"Operate computer-controlled tools, machines, or robots to machine or process parts, tools, or other work pieces made of metal, plastic, wood, stone, or other materials. May also set up and maintain equipment.",2,51,Aircraft Metals Technician; Automated Cutting Machine Operator; Automated Equipment Operator; Automation Machine Operator; CNC Gear Operator (Computer Numerical Control Gear Operator); CNC Laser Operator (Computer Numerical Control Laser Operator); CNC Lathe Operator (Computer Numerical Control Lathe Operator); CNC Lathe Operator (Computer Numerically Controlled Lathe Operator),2024,176950.0,52900.0,49970.0,25.43,24.02,1.2,2.88,3.62,3.0,3.0,3.5,3.75,2.0,3.62,2.88,3.0,2.75,2.75,2.62,3.0,1.75,2.88,1.75,3.056
51-9162.00,51-9162,Computer Numerically Controlled Tool Programmers,"Develop programs to control machining or processing of materials by automatic machine tools, equipment, or systems. May also set up, operate, or maintain equipment.",2,30,Application Engineer; CAD Programmer (Computer-Aided Design Programmer); CAM Programmer (Computer-Aided Manufacturing Programmer); CNC Lathe Operator (Computer Numerically Controlled Lathe Operator); CNC Lathe Programmer (Computer Numerical Control Lathe Programmer); CNC Lathe Programmer (Computer Numerically Controlled Lathe Programmer); CNC Lathe Programmer Operator (Computer Numerically Controlled Lathe Programmer Operator); CNC Machine Operator (Computer Numerical Control Machine Operator),2024,28230.0,69880.0,65670.0,33.6,31.57,2.2,3.0,3.12,3.5,3.0,3.12,3.88,,3.5,3.0,3.12,3.12,3.0,2.62,3.0,2.25,2.88,1.88,3.151
51-9191.00,51-9191,Adhesive Bonding Machine Operators and Tenders,"Operate or tend bonding machines that use adhesives to join items for further processing or to form a completed product. Processes include joining veneer sheets into plywood; gluing paper; or joining rubber and rubberized fabric parts, plastic, simulated leather, or other materials.",2,118,Adhesive Laminator; Automatic Gluing Machine Operator; Automobile Brake Bonder; Band Builder; Band Edger; Bead Preparer; Bindery Operator; Bindery Specialist,2024,12170.0,45670.0,45210.0,21.96,21.74,3.4,1.75,3.0,2.75,2.75,3.25,3.12,0.62,2.75,2.5,2.5,2.62,1.88,2.38,2.75,1.88,2.38,2.0,2.5
51-9192.00,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Operate or tend machines to wash or clean products, such as barrels or kegs, glass items, tin plate, food, pulp, coal, plastic, or rubber, to remove impurities.",2,128,Acid Dipper; Agitator; Agricultural Produce Washer; Air Table Operator; Ampoule Washing Machine Operator; Anodizer; Bag Bleacher; Barrel Cleaner,2024,13890.0,43380.0,41460.0,20.86,19.93,3.1,1.5,2.5,2.38,2.38,2.75,2.88,0.12,2.12,2.12,2.12,1.5,1.88,2.12,2.38,2.0,2.0,2.0,2.056
51-9193.00,51-9193,Cooling and Freezing Equipment Operators and Tenders,"Operate or tend equipment such as cooling and freezing units, refrigerators, batch freezers, and freezing tunnels, to cool or freeze products, food, blood plasma, and chemicals.",2,54,Ammonia Refrigeration Worker; Batch Freezer; Batch Freezer Operator; Brewery Cellar Worker; Brewery Worker; Cellar Person; Certified Refrigeration Operator; Chiller Operator,2024,6590.0,44290.0,40160.0,21.29,19.31,3.5,2.38,3.12,3.0,3.0,3.25,3.0,0.75,3.25,3.0,3.0,2.25,2.38,2.38,3.0,2.0,2.75,2.12,2.82
51-9194.00,51-9194,Etchers and Engravers,"Engrave or etch metal, wood, rubber, or other materials. Includes such workers as etcher-circuit processors, pantograph engravers, and silk screen etchers.",2,96,Acid Etch Operator; Award Machine Operator; Block Engraver; Bowling Ball Engraver; Chemical Engraver; Cold Etch Operator; Decorative Engraver; Die Cutter,2024,8390.0,43280.0,40450.0,20.81,19.45,5.0,2.5,3.0,3.0,2.88,3.0,3.25,0.62,3.12,2.62,2.25,1.62,1.12,2.25,3.0,2.0,2.12,2.12,2.457
